e,b,h2,cah1,cah2,diss,v,w,j,d_i,theta,phi,eta,n_i,j_i,rho1x,rho1y,rho1z,rho2x,rho2y,rho2z,p1x,p1y,p1z,tf
80000.0,0.75,1,0,0,0,1.0,2.857147873152643,10.0,31.021849693744205,1.8946532278338888,2.6393984159230164,5.628917696961713,2.0,0,1.4289188489650755,-0.1068464497186342,-1.4194732486811352,1.4289188489650755,-0.1068464497186342,-1.4194732486811352,-0.17953201095992005,-4.143613959442173,4.0951146049047935,5929.684010714237
80000.0,0.75,1,0,0,0,6.0,0.0002502786711475826,19.0,30.496967919419554,2.4709286665349475,2.8717172427632542,2.071230412066816,2.0,0,3.0993154389074156,-1.1502279407543752,0.5871847804284079,3.0993154389074156,-1.1502279407543752,0.5871847804284079,1.5927969740013175,-4.252878910553863,5.270431476301173,6828.696309882437
80000.0,1.0,1,0,0,0,4.0,0.016810194452071634,4.0,33.22738505050227,2.53838509783549,3.81427574894597,3.142411599297304,2.0,0,-1.4673024631891542,-1.2100413080204646,1.705649940159435,-1.4673024631891542,-1.2100413080204646,1.705649940159435,-0.950068328424552,0.11303588971886486,2.861038210898653,6306.837434925154
80000.0,1.0,0,0,0,1,0,0,0,32.06142386525689,1.5993838306518244,4.664744227436204,1.5135223639561004,2.0,0,-1.8404730618346785,-20.50009506226303,-38.37773543282772,-1.8404730618346785,-20.50009506226303,-38.37773543282772,-0.35716577126937216,-3.674121696299937,-7.920308335920318,6750.112469238094
80000.0,1.0,1,0,0,0,3.0,0.00035197756320797414,11.0,30.17051209735748,1.333344672963932,2.4622917574911103,3.8065703631435728,2.0,0,0.8035358705835806,-0.45782950072864254,-0.646632635223209,0.8035358705835806,-0.45782950072864254,-0.646632635223209,1.925180939669067,4.7515627998781635,-9.710284498119155,6137.8199811465165
80000.0,1.0,1,0,0,0,3.0,0.08857394378423356,8.0,33.25436769579742,2.501541516521314,1.580809508014438,1.186534519767116,2.0,0,-0.020906870572603972,1.2224030715933896,-1.8752876378798784,-0.020906870572603972,1.2224030715933896,-1.8752876378798784,-0.3323685343404451,0.8631124795046504,5.579405315968686,6165.0644835219355
80000.0,1.0,1,0,0,0,1.0,0.08735907930947136,20.0,31.238938338522015,0.6141185443507698,1.4456486327379676,1.1158371418746502,2.0,0,-0.005708744931876883,1.4110980555665544,-1.806016193307139,-0.005708744931876883,1.4110980555665544,-1.806016193307139,1.0483029006038918,6.171527325432408,6.738415477025648,6299.71377217386
80000.0,1.0,0,0,0,1,0,0,0,32.440575121796016,2.128889448176162,0.05536207253536569,5.202504005047425,2.0,0,27.690432613691698,-16.84389434213598,14.119474265350393,27.690432613691698,-16.84389434213598,14.119474265350393,6.007222085812492,-4.576147551591597,3.989837871635762,6106.969916438437
80000.0,1.25,0,0,0,1,0,0,0,32.71883836176375,2.102037835950712,1.1988700081456816,1.740767421117534,2.0,0,1.0319445813088688,-29.843225714261603,31.93558755715805,1.0319445813088688,-29.843225714261603,31.93558755715805,4.045351068905322,-11.413992360729376,8.85861551025064,5714.36419550967
80000.0,1.25,0,0,0,1,0,0,0,30.155614507384342,2.225122078290096,1.6214761785805085,1.5009872591849323,2.0,0,-3.0972459953661495,21.61843298261961,39.345271922051474,-3.0972459953661495,21.61843298261961,39.345271922051474,-0.8353355947213311,5.727552593848726,10.903435155976,5431.875537831879
80000.0,1.25,1,0,0,0,2.0,1.4142015639987984,6.0,33.73337156446885,0.7036072936694157,2.7675240759313606,0.4045537748649917,2.0,0,1.745455098960018,-1.1962167091407399,0.6358251862687335,1.745455098960018,-1.1962167091407399,0.6358251862687335,1.2124503822767356,2.0719736204268084,1.4014511396380709,6166.303834329479
80000.0,1.25,0,0,0,1,0,0,0,31.84193998944398,0.8052837679216684,4.6345649901944,3.1452936675717513,2.0,0,-5.389537333901071,-3.0073710613427513,-44.574753018114244,-5.389537333901071,-3.0073710613427513,-44.574753018114244,-1.4356984928519232,1.1190082688209688,-13.232115334784298,5480.634457497506
80000.0,1.25,0,0,0,1,0,0,0,33.72453495135002,1.3126761829490259,1.1145145741717335,3.9424427243051867,2.0,0,14.311472790077522,1.7028476043606307,42.47011764712771,14.311472790077522,1.7028476043606307,42.47011764712771,2.952469855025803,-0.5092339935464419,9.486012795251066,6550.832374843164
80000.0,1.25,0,0,0,1,0,0,0,31.696993996085034,0.7807497310625279,0.5813214951489551,2.4293831103796513,2.0,0,4.37018072261916,-9.020757860829134,13.46190686719297,4.37018072261916,-9.020757860829134,13.46190686719297,0.027987173194555043,-2.8224043186388537,2.5011966217134516,6498.308435702475
80000.0,1.5,1,0,0,0,3.0,3.989422210389268,7.0,30.180292028445788,1.5839998901435364,2.077314657345725,3.767762051518175,2.0,0,-1.1522597479268664,0.5028739610713804,-0.3272053402401095,-1.1522597479268664,0.5028739610713804,-0.3272053402401095,-9.879938996016199,5.39576162575174,2.7274271026113666,6070.146371372918
80000.0,1.5,1,0,0,0,4.0,0.014471368096278523,12.0,33.740110434751585,1.127647448337645,3.792417464043827,3.5200114175586195,2.0,0,-0.3706886248935448,0.4772447737201131,2.378999641296683,-0.3706886248935448,0.4772447737201131,2.378999641296683,-5.623104076922466,2.356738857779397,4.018864972363832,6626.86281723674
80000.0,1.5,1,0,0,0,1.0,0.5502138111581851,6.0,30.454613587556615,1.5796580655594903,0.8046502864878777,1.8640594057339195,2.0,0,0.24882903707050577,-0.18288389132675228,-1.143878457268081,0.24882903707050577,-0.18288389132675228,-1.143878457268081,5.920876485371816,0.3103684602561444,-3.2247856629349134,5821.80123495665
80000.0,1.5,1,0,0,0,4.0,5.4431644494537546e-05,13.0,30.976983556831108,2.0690620378149807,2.7048656802980564,4.319996474546094,2.0,0,-0.2633779938430463,-1.5822717473521444,0.48031682438849127,-0.2633779938430463,-1.5822717473521444,0.48031682438849127,-8.396878719587127,-7.571947420851206,6.922368647559089,6342.729121844708
80000.0,1.5,1,0,0,0,1.0,0.0007313651632581161,18.0,34.058437250381665,0.9669334302659128,0.9825640517309026,5.010238337901899,2.0,0,-0.7556896932279021,-0.0547680066346174,-1.4697156375303182,-0.7556896932279021,-0.0547680066346174,-1.4697156375303182,5.425153637572796,11.085189372004402,4.801894601754242,6643.9389048683015
80000.0,1.5,1,0,0,0,1.0,2.994977932344369,12.0,34.08365872112723,0.8417174903854957,0.8312908824750999,6.2717921537158645,2.0,0,-0.8089343171656797,1.2329753954886193,-1.1114295513953534,-0.8089343171656797,1.2329753954886193,-1.1114295513953534,6.473360456488179,0.7383341458856736,5.9886036078222284,6262.756172875268
80000.0,1.75,1,0,0,0,1.0,3.4735802678195022,9.0,34.26595989217988,1.8069387071047716,0.2879486539197687,6.215840863897884,2.0,0,-1.083764894757653,0.43540765153213123,-0.07301793134576591,-1.083764894757653,0.43540765153213123,-0.07301793134576591,-0.04666351512333841,-3.2709607494371395,-7.777060709022192,6244.819738450264
80000.0,1.75,0,0,0,1,0,0,0,32.753513788727666,1.636013599250516,1.584507208838566,5.574882837451683,2.0,0,-0.13151583019311677,-35.02931693742308,28.247648724875727,-0.13151583019311677,-35.02931693742308,28.247648724875727,-0.181656293446983,-13.638644339640381,2.5364981226590055,5602.586761776712
80000.0,1.75,1,0,0,0,5.0,3.291650440506461e-05,15.0,31.48107325224295,2.1374176568414005,4.754556449122448,5.797838494439796,2.0,0,0.04380259477768957,-1.9452522292936918,-0.18928751719091638,0.04380259477768957,-1.9452522292936918,-0.18928751719091638,0.44301374811540517,-9.438330342857435,-9.12915971454416,6580.935409158544
80000.0,1.75,0,0,0,1,0,0,0,33.359510423743,1.3738493355534263,2.2181830617047167,2.1748940838376205,2.0,0,-11.555434536371491,-20.14591050705719,33.14279834641047,-11.555434536371491,-20.14591050705719,33.14279834641047,-2.1861461496570853,-5.59474036819647,7.192684278519272,6467.403377510954
80000.0,1.75,0,0,0,1,0,0,0,33.294079878627706,1.44218822690682,0.3824117588068724,1.0336038589952403,2.0,0,5.598575234002658,-11.353556009929456,9.970165160764049,5.598575234002658,-11.353556009929456,9.970165160764049,0.04870159660392928,-2.654613769136753,1.5988571011160142,6952.701210849512
80000.0,1.75,1,0,0,0,3.0,3.9577905540850122,20.0,31.277315622596007,2.5476080470202076,3.40727384962394,4.187478096493665,2.0,0,1.7080034653278005,1.3632098505443029,0.6949888622032233,1.7080034653278005,1.3632098505443029,0.6949888622032233,8.296876278031512,-2.4071088302350505,7.699394873865433,6702.407597772699
80000.0,2.0,0,0,0,1,0,0,0,32.141302640585174,1.118617928223409,4.204251738639484,3.483759497145102,2.0,0,8.765069880435936,-9.382580719546505,14.03549762475219,8.765069880435936,-9.382580719546505,14.03549762475219,1.2156632363741908,-3.7437662811622814,3.7770086245930385,6906.569289022975
80000.0,2.0,1,0,0,0,6.0,0.004012454413647905,6.0,32.44393653095754,2.3028878337436565,3.08377627496597,1.2845214714023456,2.0,0,1.614432470431172,0.8115341375249385,0.7197993039940608,1.614432470431172,0.8115341375249385,0.7197993039940608,-8.63067393549429,-3.3154665084874577,-7.393990384885977,6551.049780223421
80000.0,2.0,0,0,0,1,0,0,0,30.536352802541753,1.8000668280561887,1.8663020124047014,5.14050049646743,2.0,0,-1.3242390570878744,2.2870586048460413,21.295295619000612,-1.3242390570878744,2.2870586048460413,21.295295619000612,-0.009455468100392281,0.4021356442843147,3.578501775059299,6786.702398983686
80000.0,2.0,1,0,0,0,0.0,0.02430431833625622,31.0,31.81833827187367,0.9927240780831124,4.616858436077111,1.474860882790868,2.0,0,0.11576160493937085,-1.6195242721928509,1.6304198197892334,0.11576160493937085,-1.6195242721928509,1.6304198197892334,-4.829196531570482,-6.693705829795707,-11.406355437838947,7196.4351000168435
80000.0,2.0,1,0,0,0,5.0,0.00015682769138358513,4.0,31.10201565841423,1.4696381277805912,5.894850579289055,3.2967849060326153,2.0,0,2.357285233682518,0.22776419889584257,-1.173579889691583,2.357285233682518,0.22776419889584257,-1.173579889691583,-1.07901315277742,-1.3256240506561396,-0.5050244909981333,6307.877540518018
80000.0,2.0,1,0,0,0,9.0,0.002178134262291479,14.0,32.153298781474014,1.6430182990246067,3.4845708071620947,5.176237439773014,2.0,0,3.7306385117818226,2.828331641319375,0.08162207823166205,3.7306385117818226,2.828331641319375,0.08162207823166205,2.1744277352400774,-1.4920403964790951,1.6890443448221462,7153.432196656643
80000.0,2.25,1,0,0,0,0.0,6.574363967333603e-05,7.0,33.564695702630296,2.6574537588748957,6.073710117398904,1.3395025243652532,2.0,0,0.6935902329253691,-1.4747462131031164,0.11830856430215299,0.6935902329253691,-1.4747462131031164,0.11830856430215299,2.0263572787008997,-3.9659189650091218,5.154524072021842,6041.233683149242
80000.0,2.25,1,0,0,0,10.0,0.00010540740574296447,1.0,32.23227259174554,1.6803069988066004,6.2384115135897815,1.5089236646258142,2.0,0,-0.15921245779407056,3.694253818003436,0.8663183388607877,-0.15921245779407056,3.694253818003436,0.8663183388607877,-0.3839749290551294,-0.7707704741299868,-0.13749207551148523,6831.030560993902
80000.0,2.25,1,0,0,0,1.0,0.002395177075987337,21.0,34.02490327572388,1.9104132197823476,4.99376984990335,2.1046494608758235,2.0,0,0.44091302048768194,-1.102891310657861,-0.8652686547535584,0.44091302048768194,-1.102891310657861,-0.8652686547535584,0.5550075675850372,8.07950652070338,-12.529719203900735,6835.62185874456
80000.0,2.25,1,0,0,0,0.0,1.172259736332594,5.0,34.08534541685256,0.43943200849891556,0.6271125892313129,5.034080242275372,2.0,0,-0.36129677468141624,-1.3731952083619605,-1.0203519513873907,-0.36129677468141624,-1.3731952083619605,-1.0203519513873907,-1.3342432937761173,-1.9283998410262582,2.0128432458783396,5996.2915933352215
80000.0,2.25,0,0,0,1,0,0,0,30.146972084673163,1.2140497061331683,4.349515039613335,0.5555228782717283,2.0,0,-15.655818112494648,5.791181155800794,-39.59804467173797,-15.655818112494648,5.791181155800794,-39.59804467173797,-2.9670880019203016,1.3069821921088067,-7.998753391736426,6572.868753387548
80000.0,2.25,1,0,0,0,2.0,0.03519124717508129,12.0,30.19847697991061,1.9345590740174088,2.50090122761432,1.8605886741422786,2.0,0,-0.6732522648929122,-0.5099661508993873,-0.7504958903459212,-0.6732522648929122,-0.5099661508993873,-0.7504958903459212,-7.067024776736635,-4.418274420172857,7.276684004679501,6177.229131580215
80000.0,2.5,0,1,0,0,13.0,0.09666120312550126,25.0,32.78447789438178,1.566942114650336,4.391099948542279,1.0568628791726908,2.0,0,2.8614091505881363,41.32744098111575,9.292548446363554,2.8614091505881363,41.32744098111575,9.292548446363554,-2.5806870102404877,14.990284961855954,7.23249673427706,6011.558871199503
80000.0,2.5,1,0,0,0,5.0,0.37188757981554715,22.0,33.913082760465926,1.54019026275182,1.3110554101433958,1.1015812862818655,2.0,0,-0.3965607071796654,0.9093398432869689,-3.6834687072673673,-0.3965607071796654,0.9093398432869689,-3.6834687072673673,1.6872873260626513,5.894194631050847,-0.9803233694795652,7388.6864384756
80000.0,2.5,1,0,0,0,1.0,3.077323360719976,25.0,32.35842474955415,1.7057910466041766,0.960829583127287,4.36443820910144,2.0,0,0.6670133003938249,-1.3854356809326471,1.2926555616469058,0.6670133003938249,-1.3854356809326471,1.2926555616469058,-8.925878117023466,-10.592126809838637,1.2197054882003542,6982.332123041109
80000.0,2.5,0,0,0,1,0,0,0,32.06482630374455,1.3725127220927,1.8466512874068366,0.7131187506041179,2.0,0,2.901843610710742,-43.9496806076659,-9.219809007953133,2.901843610710742,-43.9496806076659,-9.219809007953133,-2.9925908957923366,-12.486057701876433,-6.808804515815828,5783.798843754405
80000.0,2.5,0,1,0,0,8.0,0.049128818826994276,12.0,31.954014773288925,1.7154086980178802,4.837652560378285,1.4868338502098015,2.0,0,-1.9207759811342935,41.590859414333416,9.847622175449818,-1.9207759811342935,41.590859414333416,9.847622175449818,3.000467826204819,15.340357618308225,7.966972466948197,5765.446740717131
80000.0,2.5,1,0,0,0,-0.0,1.0869412735982897,17.0,32.36110720439527,2.2490515199587664,1.0653834835790315,2.527775729729311,2.0,0,-0.38272838449275365,1.8096940811514448,-0.6123902317923691,-0.38272838449275365,1.8096940811514448,-0.6123902317923691,5.316623014388426,-0.28006919441998546,-7.163041953431713,6269.827401594734
80000.0,2.75,1,0,0,0,-0.0,2.362262740050955,12.0,32.850266342197706,0.6515222088874345,4.259591900348289,1.3305640561176728,2.0,0,-0.26043204010239884,1.0695642339065785,0.8328099874727277,-0.26043204010239884,1.0695642339065785,0.8328099874727277,0.36165960181665596,6.160934876324508,-6.800192797367527,6105.669396601953
80000.0,2.75,1,0,0,0,0.0,0.6008300185686875,3.0,30.009215453682828,2.4310958971327845,3.853105964028049,5.954469814541191,2.0,0,-0.85104660099192,-0.10391106019990912,-0.8274333063215593,-0.85104660099192,-0.10391106019990912,-0.8274333063215593,-1.5456967297344784,3.1076335651418483,-0.4550270030397084,5715.461338522553
80000.0,2.75,1,0,0,0,6.0,0.00031335314429630423,9.0,32.13820983719838,1.8709519697500872,3.3536932867876135,0.7504479798545547,2.0,0,-1.6908450736972873,-1.8833803070569148,-1.1189919244471334,-1.6908450736972873,-1.8833803070569148,-1.1189919244471334,0.9608061931464332,5.784392333367576,0.8003920662164692,6639.672184987435
80000.0,2.75,1,0,0,0,2.0,0.6239669203974767,11.0,30.0528415644079,1.8453890681759921,5.33385166374424,0.2405913752096066,2.0,0,0.32100407201398334,-1.1589584202276133,0.9675912089981732,0.32100407201398334,-1.1589584202276133,0.9675912089981732,6.974320771311324,-9.390823353766551,1.2276034893521202,6173.5556314620635
80000.0,2.75,1,0,0,0,4.0,0.01494590032858728,13.0,30.616884124766745,2.8164652758399527,1.1967125485882886,5.931314431292116,2.0,0,-0.16497524710109737,-1.8513124483040344,0.3964713258858012,-0.16497524710109737,-1.8513124483040344,0.3964713258858012,0.9622139096089203,-11.060699008216584,-4.875902242440426,6419.807796849609
80000.0,2.75,0,0,0,1,0,0,0,30.794267597608854,1.7706761829971245,1.3273256109379885,2.2169771102307885,2.0,0,12.216869469596121,-6.179756210910244,32.43022012811708,12.216869469596121,-6.179756210910244,32.43022012811708,2.3093117492651682,-1.4569138439717404,6.934521266309775,6383.556549285644
80000.0,3.0,1,0,0,0,1.0,1.9914464768292026,12.0,33.851266258261305,2.4297970768752055,4.444324858527055,0.6997498716818761,2.0,0,-0.20594099140603117,-1.1699458969236278,-1.2731226741466257,-0.20594099140603117,-1.1699458969236278,-1.2731226741466257,-1.289648553055248,1.059908377763721,-9.211186591669726,6314.38816332332
80000.0,3.0,1,0,0,0,1.0,0.003178197173047422,9.0,30.518149122779075,0.5543709732703178,1.83620324925823,3.9672855626399253,2.0,0,0.10952676205303234,-1.0137982752772141,-0.8600527783344595,0.10952676205303234,-1.0137982752772141,-0.8600527783344595,0.47083143093666135,8.52373917796532,-2.487456680391187,5910.71399715356
80000.0,3.0,1,0,0,0,1.0,0.4512890590337079,1.0,33.32287143240546,2.7782963151653877,4.7663518319528455,4.780559361378065,2.0,0,-0.033063120282069466,-0.29146502865270124,1.8629687877853167,-0.033063120282069466,-0.29146502865270124,1.8629687877853167,-0.07357705435950049,0.23426424534396278,3.430338143498743,6086.144464026492
80000.0,3.0,1,0,0,0,2.0,0.8411560514606824,12.0,30.65385414397212,2.3589920499857593,4.334384869415404,3.6354769878823916,2.0,0,-0.14381457604604303,-1.5330427259508381,-0.43403603325174556,-0.14381457604604303,-1.5330427259508381,-0.43403603325174556,-2.2987755852189755,-5.89815169165926,-9.576119051251215,6175.464063174157
80000.0,3.0,1,0,0,0,5.0,1.9129146466716285,13.0,31.292793954100745,1.3196121319102792,3.8198728227951886,3.8724627639763183,2.0,0,2.040664138280559,-2.0420107162518923,0.6226504281383258,2.040664138280559,-2.0420107162518923,0.6226504281383258,-4.988919142736742,-1.4721074494614885,0.41967473797682153,6743.779716144293
80000.0,3.0,1,0,0,0,-0.0,0.0005988783172310423,9.0,33.82030001930392,2.567685514709209,2.782193040934441,5.2700448144953125,2.0,0,0.17528282238238516,0.055609872697569285,1.59076495110074,0.17528282238238516,0.055609872697569285,1.59076495110074,2.3010803561437267,5.253608154160951,1.3523033931980684,6077.028635715256
80000.0,3.25,1,0,0,0,3.0,0.0001786671667843346,10.0,30.697784342051655,2.857912983749098,2.631175237254203,2.014378860719898,2.0,0,0.30333496520813136,0.8961883672317116,1.2029563304866522,0.30333496520813136,0.8961883672317116,1.2029563304866522,3.8474475667527224,0.0795096276715745,11.24166647417401,6215.114226071118
80000.0,3.25,1,0,0,0,-0.0,0.003420026700758638,8.0,33.17578799366977,2.875551843023384,2.978870347336552,2.6506716412256375,2.0,0,-0.08164463677554942,-1.3165395790178491,0.2131361391859718,-0.08164463677554942,-1.3165395790178491,0.2131361391859718,0.8852734728982167,1.908966955167375,5.763783082501106,6064.483228049589
80000.0,3.25,1,0,0,0,0.0,1.8738351449755137,10.0,32.44006533991744,0.5237228724796975,5.22976241508784,5.410526117366719,2.0,0,0.05123259977652878,-1.6139727243254915,0.7280634783100182,0.05123259977652878,-1.6139727243254915,0.7280634783100182,0.6822806506920168,4.239466226527114,4.751518812025132,6140.516277487244
80000.0,3.25,1,0,0,0,5.0,0.21105510105472947,6.0,30.885687202553317,1.3292894576632852,3.651856809581349,6.2002599047710625,2.0,0,2.327962146127128,0.3053420123772973,-0.14889210993384075,2.327962146127128,0.3053420123772973,-0.14889210993384075,8.082681181505029,-1.4327437791893307,0.4201632578998877,6555.371276945723
80000.0,3.25,1,0,0,0,12.0,0.0007151941896490356,12.0,30.13232745111402,1.375208989883009,4.344240394744212,4.180594522067755,2.0,0,2.6051473118030986,-2.6346470835766573,3.5351386512841168,2.6051473118030986,-2.6346470835766573,3.5351386512841168,-3.082723626396524,-0.12984443217176253,-1.176482198060354,7222.127469758329
80000.0,3.25,1,0,0,0,9.0,0.0034271065074818904,14.0,30.49687136154667,1.4972767712731057,5.15074590660672,2.473909649451833,2.0,0,1.6290164469590909,-3.654638194019912,0.6047800070538983,1.6290164469590909,-3.654638194019912,0.6047800070538983,3.7515606675890742,-1.6163814933354406,-1.7999721270423787,7203.0563888960705
80000.0,3.5,1,0,0,0,0.0,2.900138327350703,5.0,33.42153864756856,0.8471385426592092,6.203605422085605,4.087384812140548,2.0,0,-0.6703777059009556,-1.1127957621414968,-0.09755545732166664,-0.6703777059009556,-1.1127957621414968,-0.09755545732166664,-0.1432671226541723,-4.340208469511495,3.614799286576811,6107.048553874287
80000.0,3.5,1,0,0,0,1.0,0.18149474246313607,1.0,34.153822940625545,2.8109969313285115,1.9271462424205312,3.914346374272218,2.0,0,0.0707274396305621,0.5273644983188237,0.9447611161167444,0.0707274396305621,0.5273644983188237,0.9447611161167444,0.4957310614011783,2.9042158822630526,2.2751080799008014,6211.642214133094
