e,b,h2,cah1,cah2,diss,v,w,j,d_i,theta,phi,eta,n_i,j_i,rho1x,rho1y,rho1z,rho2x,rho2y,rho2z,p1x,p1y,p1z,tf
20000,1,1,0,0,0,0,0.057868805,15,31.70976169,2.971181469,0.565773695,1.926609411,0,0,-0.858675998,-0.111657483,-1.342099382,-0.858675998,-0.111657483,-1.342099382,0.373592104,9.595724994,-2.834912652,67800.52927
20000,1,1,0,0,0,0,0.305943318,4,31.94187168,1.764512601,4.421491925,3.92513946,0,0,0.122690603,1.012267208,-1.222027083,0.122690603,1.012267208,-1.222027083,0.800750012,2.990844038,0.470940897,11206.6499
20000,1,0,0,0,0,0,0,0,31.81493386,2.3295095,2.386280384,4.012383025,0,0,0.961137858,-1.907529184,-2.667128181,0.961137858,-1.907529184,-2.667128181,1.468208631,-4.703803454,-8.042338459,79313.63877
20000,1,0,0,0,1,0,0,0,30.35206073,2.697280116,5.069920642,1.850069954,0,0,-0.932462184,-2.264402394,-0.31068225,-0.932462184,-2.264402394,-0.31068225,-5.842061693,10.39845849,-8.085820962,75666.74164
20000,1,0,0,0,0,0,0,0,30.19931592,2.655729477,4.547296514,3.712488708,0,0,3.650681593,2.781222589,1.916427092,3.650681593,2.781222589,1.916427092,2.783481758,-2.693544366,2.298023624,75285.95358
20000,1,1,0,0,0,1,0.031378184,3,30.70761426,0.681960638,5.946926352,5.300322887,0,0,-1.27815201,-0.626764182,0.474563133,-1.27815201,-0.626764182,0.474563133,-5.530746995,-4.272639913,4.095477404,40992.95848
20000,1,1,0,0,0,2,2.747671588,1,31.21272571,1.29760341,3.111757643,5.157437033,0,0,1.296224997,-0.377187009,-1.029147629,1.296224997,-0.377187009,-1.029147629,-5.529312707,2.303964296,5.553353889,14781.83698
20000,1,1,0,0,0,0,0.049890592,15,30.51696856,1.035047883,5.560226844,4.495559643,0,0,-0.313446171,1.669041455,-0.92950832,-0.313446171,1.669041455,-0.92950832,0.539673785,1.486928538,8.343968562,74234.20683
20000,1,1,0,0,0,0,8.06E-05,12,30.37846081,2.176101048,3.742295721,0.31706157,0,0,1.643714175,0.180844382,-1.04516691,1.643714175,0.180844382,-1.04516691,2.045923375,-2.631891949,5.624102007,18596.75794
20000,1,1,0,0,0,1,1.586460231,13,31.85457466,2.388730921,1.03227267,3.763042434,0,0,0.248704099,1.391652115,0.004501518,0.248704099,1.391652115,0.004501518,-8.195728968,7.065199715,2.720427907,28892.21646
20000,1,1,0,0,0,1,0.000228717,11,30.49712874,1.338899409,3.345356011,2.832581334,0,0,-0.365628067,1.853593614,0.22427975,-0.365628067,1.853593614,0.22427975,4.765845461,6.830102769,1.457833985,52661.82439
20000,1,1,0,0,0,3,2.831116985,6,31.70401919,2.23835163,5.928572599,1.771852281,0,0,0.58189956,-0.83309753,0.549931798,0.58189956,-0.83309753,0.549931798,6.792679597,-7.535507788,-0.803314624,49626.73998
20000,1,1,0,0,0,0,0.001723724,12,30.67246867,2.426445714,0.284252512,5.051991441,0,0,-1.380083046,-0.765787951,-0.505787615,-1.380083046,-0.765787951,-0.505787615,4.498112643,-6.11456465,-0.431057396,35720.23945
20000,1,0,0,0,0,0,0,0,30.86513826,2.028762179,5.88710459,4.362939862,0,0,2.256757165,-6.359991531,1.717891346,2.256757165,-6.359991531,1.717891346,-3.111221131,2.2565571,-4.203884241,76945.82794
20000,1,1,0,0,0,1,1.949704324,3,30.64350645,1.62692687,0.713755235,4.908741209,0,0,-0.095510272,1.841356154,-0.649690572,-0.095510272,1.841356154,-0.649690572,-0.512923249,0.556909168,1.486682495,19609.45308
20000,1,1,0,0,0,3,0.492537975,6,30.66520211,1.706210767,4.459006643,5.310816472,0,0,-0.059672802,-0.648083949,0.966506547,-0.059672802,-0.648083949,0.966506547,-1.427196371,-9.047260128,4.310382214,27608.08391
20000,1,1,0,0,0,0,2.576898586,4,31.82057513,1.356633915,0.068618795,0.456077305,0,0,-0.636361584,-0.680788039,0.852300371,-0.636361584,-0.680788039,0.852300371,-1.804628237,2.580320316,-2.688738696,11364.65058
20000,1,1,0,0,0,0,3.369758857,15,31.24632955,0.944272575,3.215410914,3.874037551,0,0,0.430308761,-0.549533601,-1.603636217,0.430308761,-0.549533601,-1.603636217,-5.739578171,-7.23625548,-2.748109251,33920.46697
20000,1,1,0,0,0,1,2.404575029,10,30.9724052,0.441884468,2.511686017,2.868163326,0,0,-1.032802174,0.060612662,-1.326740531,-1.032802174,0.060612662,-1.326740531,7.586947883,-4.394892054,2.653905318,75286.25973
20000,1,1,0,0,0,2,0.031641558,8,30.62475682,1.896271154,4.912787927,1.069070129,0,0,0.059516414,0.719803226,-2.138645007,0.059516414,0.719803226,-2.138645007,-0.556858264,4.017179891,-0.97235754,25036.47244
20000,1,1,0,0,0,0,0.002619754,13,31.61101707,0.726211377,0.190848245,4.815136782,0,0,-0.561584446,1.047127062,-1.546092374,-0.561584446,1.047127062,-1.546092374,2.19584042,6.776210745,0.689128769,45097.53392
20000,1,1,0,0,0,3,1.611039841,5,30.92179531,1.53725079,2.569548303,1.050414133,0,0,0.125085955,0.3752734,-1.602452683,0.125085955,0.3752734,-1.602452683,-1.228859411,4.587239153,-9.627254649,40902.04614
20000,1,1,0,0,0,2,0.046336208,9,30.97326982,0.571863858,5.406466703,2.224563033,0,0,0.821316123,1.529128153,0.665461256,0.821316123,1.529128153,0.665461256,7.62833209,5.35011354,-0.292473697,47408.72337
20000,1,1,0,0,0,0,1.423370876,15,30.55873935,1.398808014,5.757370267,5.270568857,0,0,1.556508962,0.078960693,-0.910186522,1.556508962,0.078960693,-0.910186522,-0.234582578,8.256635673,-3.254955446,23318.01497
20000,1,1,0,0,0,0,0.003866108,13,30.14399665,2.353438009,1.551372369,5.362664093,0,0,0.022151658,0.757798824,-1.251745142,0.022151658,0.757798824,-1.251745142,0.701614437,8.052951909,4.417726686,14089.01148
20000,1,0,0,0,0,0,0,0,31.35553273,0.227964023,0.832297488,2.102763513,0,0,-2.780418623,3.752508009,0.336524062,-2.780418623,3.752508009,0.336524062,5.338569185,-3.184646634,0.517276879,78168.36607
20000,1,1,0,0,0,0,0.362267372,13,30.88058412,1.31329517,4.711391496,0.023681547,0,0,-1.727488797,-0.547330118,-0.453699698,-1.727488797,-0.547330118,-0.453699698,0.051898753,-7.50363334,1.603509801,60464.47323
20000,1,1,0,0,0,1,0.000645995,11,30.15927667,1.212325734,4.432668651,4.536418269,0,0,-0.222114857,1.010009441,-1.384383505,-0.222114857,1.010009441,-1.384383505,5.370894149,5.272821866,-3.761265834,73314.19431
20000,1,1,0,0,0,0,5.36E-05,8,30.84288088,1.035827105,4.249058846,5.047712898,0,0,0.689711882,-0.90542846,0.403771471,0.689711882,-0.90542846,0.403771471,3.692363315,4.452885967,4.359991779,15308.2467
20000,1,1,0,0,0,1,2.44E-05,8,30.29189765,2.209426758,3.387042479,1.17229108,0,0,0.532395687,-0.961363259,-1.035520039,0.532395687,-0.961363259,-1.035520039,-0.986465126,0.394669042,8.036116199,23311.26345
20000,1,1,0,0,0,0,2.394811256,9,30.77803388,1.451810112,5.693006063,3.53738647,0,0,0.911457611,1.436572576,0.127232819,0.911457611,1.436572576,0.127232819,2.594357101,-3.661790019,-3.678222908,43190.72081
20000,1,1,0,0,0,2,0.029436403,5,31.29805353,1.702093901,4.907562548,6.091416546,0,0,-0.231094364,1.757193874,-0.937452495,-0.231094364,1.757193874,-0.937452495,-0.719379981,4.453459064,0.896465172,14587.48504
20000,1,1,0,0,0,0,0.198745659,1,30.43291125,1.394504418,5.157741532,0.621604877,0,0,0.152627235,-0.195024311,-1.1462373,0.152627235,-0.195024311,-1.1462373,-0.763163027,-0.224312513,2.126771655,13656.85924
20000,1,1,0,0,0,0,0.002517012,6,30.90270288,2.523043027,1.742926065,5.125498153,0,0,0.431120538,0.748018508,-1.099196641,0.431120538,0.748018508,-1.099196641,-1.731620903,1.147471692,-6.878740157,12082.51717
20000,1,1,0,0,0,1,0.00077315,5,31.85798621,1.821939801,0.210106865,0.663670609,0,0,-0.013578383,1.194862906,-1.289405984,-0.013578383,1.194862906,-1.289405984,-2.876829761,-3.34281727,1.877102883,12314.52609
20000,1,1,0,0,0,1,1.133868165,6,30.1209909,1.392951419,5.789771542,0.487162919,0,0,-0.775654304,-0.655966335,1.668383627,-0.775654304,-0.655966335,1.668383627,-3.474945571,1.299078863,2.036811466,13419.53231
20000,1,1,0,0,0,1,0.000265962,9,30.6687945,2.47621708,1.836664373,3.342072345,0,0,0.73407785,-0.672799447,1.601957165,0.73407785,-0.672799447,1.601957165,5.410564967,-0.445958341,-0.644205296,13562.94578
20000,1,1,0,0,0,0,1.154400679,16,30.56140521,0.484393178,5.382084609,4.112427998,0,0,1.096099114,1.075753012,1.002525886,1.096099114,1.075753012,1.002525886,0.74417719,4.040314406,-8.290132035,28126.43262
20000,1,1,0,0,0,1,0.029168393,7,30.56978465,0.79011901,5.300369155,4.98695611,0,0,-1.459215748,0.776631364,0.901499681,-1.459215748,0.776631364,0.901499681,0.252843965,1.595997911,4.138466328,74368.59806
20000,1,1,0,0,0,0,3.371149967,14,31.8947661,2.511188175,1.152827547,5.474655232,0,0,-1.193548352,0.86420442,1.020951082,-1.193548352,0.86420442,1.020951082,-3.177881396,5.473749464,-5.658331362,17683.03579
20000,1,1,0,0,0,1,0.861179612,12,31.69516612,0.648279634,3.396591809,5.328804047,0,0,1.291954051,1.089560122,-0.268699293,1.291954051,1.089560122,-0.268699293,-0.033257074,9.46232341,0.577210088,39208.80195
20000,1,1,0,0,0,2,3.979593316,10,30.85560075,2.332176085,4.65854541,4.091551787,0,0,0.095176735,-1.383630552,0.592320142,0.095176735,-1.383630552,0.592320142,-1.920905965,-10.79859801,-2.668915449,41431.28785
20000,1,1,0,0,0,0,3.984002953,1,31.60982172,1.537704639,2.928241515,5.049365004,0,0,-0.231633175,0.692630595,-1.498098936,-0.231633175,0.692630595,-1.498098936,-0.830096154,0.145238001,0.228644818,11143.66719
20000,1,1,0,0,0,0,2.07E-05,2,31.73229253,0.776358202,2.171621494,1.932686157,0,0,-0.28846969,0.167908583,-1.356885882,-0.28846969,0.167908583,-1.356885882,-1.570263088,0.516560004,-0.741606997,13928.29477
20000,1,1,0,0,0,0,0.001667181,5,31.4843486,1.728635805,4.043614907,1.97117705,0,0,-1.010808534,-1.482902737,-0.256944021,-1.010808534,-1.482902737,-0.256944021,-0.870871391,-0.16919706,-2.797850384,12092.19749
20000,1,1,0,0,0,2,3.77399408,6,30.61822318,1.112464598,5.613317221,0.704667287,0,0,0.838221103,-0.791657043,-1.22951334,0.838221103,-0.791657043,-1.22951334,1.516504027,-6.331874273,-6.45263673,25659.4852
20000,1,1,0,0,0,1,0.033153671,2,31.55341332,1.819852598,0.103881484,2.670994759,0,0,-0.201698831,1.354932348,-0.178789459,-0.201698831,1.354932348,-0.178789459,-2.355455882,6.125112123,-1.403040195,12025.80659
20000,1,1,0,0,0,0,0.006017203,16,30.93940088,1.4363664,5.410703162,4.094177563,0,0,-1.111669542,-1.368086918,0.299100255,-1.111669542,-1.368086918,0.299100255,4.464618282,-5.049171054,-6.384578905,30487.96225
20000,1,1,0,0,0,2,0.000152947,11,31.54891419,2.802978468,3.156574611,4.749376752,0,0,-0.633098367,0.366825888,-1.751069441,-0.633098367,0.366825888,-1.751069441,-0.080224205,7.06449563,-5.04490189,28620.74377
20000,1,1,0,0,0,1,0.009912499,7,30.40706659,1.863833795,4.342046426,5.112992172,0,0,0.371587635,0.735894204,0.879141089,0.371587635,0.735894204,0.879141089,1.042736844,-0.911688095,8.44429282,14677.52854
20000,1,1,0,0,0,0,0.023247257,15,31.92224413,2.377065173,0.644644415,5.269935537,0,0,0.092784477,1.226645362,-0.706516342,0.092784477,1.226645362,-0.706516342,1.0191383,3.284292479,10.84092839,36213.48714
20000,1,1,0,0,0,1,0.012812832,10,30.12803857,2.053106163,2.418372092,0.186922361,0,0,1.037983436,-0.905144974,1.135292506,1.037983436,-0.905144974,1.135292506,-0.919219684,-3.397310181,8.0702964,48274.41481
20000,1,1,0,0,0,0,3.37E-05,4,30.74823412,1.02785324,3.379963041,0.57281626,0,0,0.739619595,-0.179158204,-1.120399433,0.739619595,-0.179158204,-1.120399433,-1.299544586,3.165718541,5.681600256,13992.11925
20000,1,1,0,0,0,3,3.881168767,3,31.16653605,0.78511441,1.684351392,4.709829622,0,0,-0.279866016,1.968702548,0.806952661,-0.279866016,1.968702548,0.806952661,0.649049833,-4.172021417,-3.616896356,22469.51824
20000,1,1,0,0,0,2,0.446300777,5,31.18780166,1.680520927,5.490039616,2.365149593,0,0,1.261450073,-1.769068251,-0.048317171,1.261450073,-1.769068251,-0.048317171,1.54212379,-1.248138207,-2.524368537,16917.61928
20000,1,1,0,0,0,1,3.618627667,8,30.97665777,1.00573889,4.069556975,5.843617804,0,0,1.717827728,-0.013299656,0.168697722,1.717827728,-0.013299656,0.168697722,5.999387018,4.927758456,0.796121987,21549.35648
20000,1,1,0,0,0,1,0.028465957,3,30.87021658,0.840354364,4.967467639,4.972151841,0,0,0.967678148,-0.467008546,-0.444384484,0.967678148,-0.467008546,-0.444384484,-5.928946115,-0.692653995,2.858689222,38990.9268
20000,1,1,0,0,0,0,0.269430841,6,31.89690539,1.912222232,5.498756818,5.527724271,0,0,-0.573171519,1.126380138,-0.752425038,-0.573171519,1.126380138,-0.752425038,-3.903551184,3.363219387,1.485161759,11520.57052
20000,1,1,0,0,0,0,0.033338488,4,31.56517232,1.479395082,1.464890904,4.467894486,0,0,-0.124052783,-1.428258173,0.080554295,-0.124052783,-1.428258173,0.080554295,0.429429066,5.281346613,-3.210314574,11797.09271
20000,1,1,0,0,0,1,0.004168077,12,30.04216543,0.786142222,4.07863159,4.566003964,0,0,1.774918761,-0.302434786,-0.666737177,1.774918761,-0.302434786,-0.666737177,-0.545095598,3.425766855,6.442790028,42000.24206
20000,1,1,0,0,0,0,0.142183829,5,31.52280602,1.940557696,4.5674408,0.862738664,0,0,-0.209415718,-0.787947362,-1.242023679,-0.209415718,-0.787947362,-1.242023679,-0.517257939,0.297051141,-6.258781086,11920.80433
20000,1,1,0,0,0,1,2.077673603,10,31.90688528,2.694225178,1.078283058,0.408436248,0,0,0.87454731,1.496382268,1.083942053,0.87454731,1.496382268,1.083942053,0.319227548,0.570537334,-5.493344286,37254.42576
20000,1,1,0,0,0,2,2.903690843,7,30.79561749,0.414827452,2.569035381,4.87273585,0,0,0.480153544,-1.987924255,0.360160043,0.480153544,-1.987924255,0.360160043,-0.638370037,-5.295919659,-2.063976672,24274.27472
20000,1,1,0,0,0,0,2.470726088,12,31.13771608,0.941852071,5.435790966,2.965731533,0,0,-0.706934883,1.361673738,-0.338569576,-0.706934883,1.361673738,-0.338569576,1.62300068,6.67165308,5.408742488,20068.07596
20000,1,1,0,0,0,1,0.018956818,4,31.44461489,1.375895336,2.501341143,1.582200923,0,0,-0.901581094,0.709978101,0.159679839,-0.901581094,0.709978101,0.159679839,1.401893011,-3.365883254,3.461855003,12319.20077
20000,1,1,0,0,0,0,3.923220149,3,31.6021236,1.435681443,2.867496691,1.965172358,0,0,0.583874796,0.573542686,-0.990024284,0.583874796,0.573542686,-0.990024284,-3.691611968,-0.505209133,2.079143073,11299.11339
20000,1,1,0,0,0,0,2.93752894,2,30.08744409,1.491099886,0.153382692,3.978574234,0,0,-1.184824279,-0.167286904,-0.066828627,-1.184824279,-0.167286904,-0.066828627,1.089322781,1.350599507,-1.885578572,11144.99953
20000,1,1,0,0,0,0,3.928517391,5,31.77040838,1.966060057,4.002736986,4.933516358,0,0,-1.129062831,-1.224298206,-0.252291349,-1.129062831,-1.224298206,-0.252291349,0.125534141,2.140845799,-2.685707828,11622.326
20000,1,1,0,0,0,3,0.084810291,7,31.26124855,0.968714437,5.653682768,2.859827513,0,0,0.621672563,-1.727733931,-1.218375947,0.621672563,-1.727733931,-1.218375947,-4.475464267,2.714827976,1.940060637,53364.60026
20000,1,1,0,0,0,3,0.002298047,8,30.87510702,2.484360781,0.365452876,0.022375765,0,0,-0.470085781,1.027156032,-0.357860973,-0.470085781,1.027156032,-0.357860973,-9.270831785,5.041867974,1.470022597,76970.67976
20000,1,1,0,0,0,1,0.188752591,6,30.3415539,1.808425971,3.661687045,3.898828119,0,0,0.595703411,-0.118846039,0.992244066,0.595703411,-0.118846039,0.992244066,-1.47273062,-4.283255209,5.897442144,13750.97757
20000,1,1,0,0,0,2,0.000301571,8,30.114062,1.920020147,3.126963864,4.689787775,0,0,1.036618534,0.472921248,-0.775786767,1.036618534,0.472921248,-0.775786767,10.11557713,-0.034625346,-0.524423061,16428.17987
20000,1,1,0,0,0,1,7.86E-05,14,31.81020782,1.058187726,3.247810988,4.093091693,0,0,-0.526700909,-1.098109365,-1.070878788,-0.526700909,-1.098109365,-1.070878788,-1.235121732,-10.16792298,2.636507801,50748.81158
20000,1,1,0,0,0,2,0.000650055,4,30.18451461,2.025165897,2.330500853,3.232514925,0,0,2.00880118,-0.142660613,0.743741857,2.00880118,-0.142660613,0.743741857,3.667438363,-1.729671113,0.160966691,45011.28599
20000,1,1,0,0,0,0,0.002476866,4,31.16719224,2.179697875,2.997397636,3.33609843,0,0,-1.782342234,0.065453421,-0.153551963,-1.782342234,0.065453421,-0.153551963,0.967935167,-1.708661708,1.731544213,19602.31628
20000,1,1,0,0,0,2,1.81E-05,2,30.78006038,2.086852188,5.869666083,0.862510461,0,0,-0.11776176,-1.082904709,-0.120732346,-0.11776176,-1.082904709,-0.120732346,-2.468538748,-4.667263941,0.454085661,65594.55761
20000,1,1,0,0,0,2,0.001610889,2,30.88262106,2.144338179,3.497405987,4.97448453,0,0,0.0100262,-1.055494753,1.745707314,0.0100262,-1.055494753,1.745707314,-0.797058172,-1.246697246,0.066385162,27096.21898
20000,1,1,0,0,0,0,0.371399185,9,31.11207003,1.113771937,5.252609423,5.516681819,0,0,-1.340026749,-0.694549366,0.246126441,-1.340026749,-0.694549366,0.246126441,-3.936872503,-1.525738992,6.689184858,15740.91812
20000,1,1,0,0,0,1,0.046530137,3,31.36544438,1.619905292,3.748744887,2.257070228,0,0,1.099918116,0.694310041,1.43024715,1.099918116,0.694310041,1.43024715,0.697222812,-0.244106227,3.392344896,13130.34029
20000,1,1,0,0,0,0,0.323095848,5,31.77674162,1.20796765,2.086343853,3.441061706,0,0,-0.755429088,1.137285764,0.530833374,-0.755429088,1.137285764,0.530833374,-1.843056699,0.631106841,4.445104,11426.37052
20000,1,1,0,0,0,2,3.144355076,3,31.45365123,1.147083394,4.831616487,5.122199197,0,0,-1.02216621,0.621724954,-0.098260949,-1.02216621,0.621724954,-0.098260949,-8.244871602,1.848847718,-0.043758433,38450.82051
20000,1,1,0,0,0,2,5.47E-05,0,31.64096738,1.769132737,1.370716577,3.552341482,0,0,0.970083853,-0.137646948,-1.594362792,0.970083853,-0.137646948,-1.594362792,3.901959083,-0.124202562,-6.149983051,16117.73929
20000,2,1,0,0,0,0,2.859627808,13,31.94438898,2.373844765,0.092841519,3.525813341,0,0,1.702099299,0.561100115,0.538299233,1.702099299,0.561100115,0.538299233,-0.183676698,-4.079257641,6.116049146,37797.04527
20000,2,1,0,0,0,0,5.32E-05,14,30.11278675,0.822285575,3.445099671,2.540549097,0,0,0.474821581,-0.817557457,-0.965828897,0.474821581,-0.817557457,-0.965828897,-5.889476264,-8.34223372,4.247787252,37592.6873
20000,2,1,0,0,0,0,0.000164138,8,31.82812148,2.086617891,3.58981519,2.989341075,0,0,-0.521857182,1.381538083,-1.14724448,-0.521857182,1.381538083,-1.14724448,3.404143369,3.013323116,0.506579613,13128.99892
20000,2,1,0,0,0,0,3.946610057,3,31.30163291,1.430030213,0.223190092,5.164778854,0,0,0.779334092,0.989571735,-0.316105067,0.779334092,0.989571735,-0.316105067,4.202060575,1.682071311,0.375152011,11366.49616
20000,2,1,0,0,0,2,0.308886573,4,30.52292309,1.66196434,3.377695822,4.011481439,0,0,-0.799133385,-1.336166527,0.569428266,-0.799133385,-1.336166527,0.569428266,-6.209053369,-6.603594591,1.274855412,16298.51175
20000,2,1,0,0,0,2,3.532384409,5,30.09084787,1.354497557,1.623747812,3.847226716,0,0,0.052820311,-1.611208367,1.417308018,0.052820311,-1.611208367,1.417308018,0.038358016,-0.936879534,-2.412841104,15476.71703
20000,2,1,0,0,0,0,2.908796436,7,31.28588117,1.968422659,4.530921098,0.980288066,0,0,0.203983236,0.637595617,1.486714688,0.203983236,0.637595617,1.486714688,-0.572573028,-5.268734722,-0.070255749,12009.61772
20000,2,1,0,0,0,0,0.008768841,7,31.73167717,2.123615257,4.093675644,6.055898062,0,0,-0.599254036,-1.495070514,-0.152278457,-0.599254036,-1.495070514,-0.152278457,-1.580959129,1.649245716,-3.840516336,11624.11512
20000,2,1,0,0,0,0,0.004071684,12,30.36975396,0.646726937,1.94373836,2.792285376,0,0,-0.555121705,-0.711428863,-1.591835502,-0.555121705,-0.711428863,-1.591835502,-1.166992927,-7.581929754,-0.67191682,18512.84385
20000,2,1,0,0,0,1,6.94E-05,4,30.96403537,1.452847813,2.903577632,2.770476166,0,0,-0.686384014,-0.421004545,0.683914225,-0.686384014,-0.421004545,0.683914225,3.319724145,-2.751577348,0.220348823,13826.6545
20000,2,0,0,0,0,0,0,0,31.10006715,0.657564545,5.774221631,3.253587438,0,0,2.106170007,1.795751672,-0.190692199,2.106170007,1.795751672,-0.190692199,-11.43555635,1.539616196,2.620012594,77531.49833
20000,2,1,0,0,0,0,0.005296187,8,31.79530446,2.295414287,4.511602718,2.794506822,0,0,-0.07269766,1.014152962,-1.164925667,-0.07269766,1.014152962,-1.164925667,0.626606096,7.597205258,-0.449353533,12972.28663
20000,2,1,0,0,0,0,0.67672405,16,31.74813322,1.637777665,1.171444027,5.854168812,0,0,1.445822404,0.1196348,1.026582155,1.445822404,0.1196348,1.026582155,-2.276375805,7.252237637,5.929507453,31108.62285
20000,2,1,0,0,0,0,0.228111184,2,31.34219516,2.124597557,5.568568684,2.265759308,0,0,-1.273475724,1.023675749,0.463574771,-1.273475724,1.023675749,0.463574771,-2.485652103,0.100269117,1.141407812,11523.49541
20000,2,1,0,0,0,0,2.11E-05,8,31.09775369,2.014151924,4.807133678,5.486925769,0,0,-0.033583655,-0.476638412,1.113947846,-0.033583655,-0.476638412,1.113947846,0.475400577,-6.919921298,-2.402364845,13191.90001
20000,2,0,0,0,1,0,0,0,30.5686001,2.507134885,0.040047833,5.804775673,0,0,-0.247047639,1.438845578,0.885805069,-0.247047639,1.438845578,0.885805069,-12.22020401,-8.931587006,9.478195658,76206.56754
20000,2,0,0,0,0,0,0,0,30.09497365,1.06905176,3.018853494,4.193432937,0,0,-1.958672617,-2.026610172,0.010483387,-1.958672617,-2.026610172,0.010483387,1.991332699,-8.705841219,-4.27896313,75025.83156
20000,2,1,0,0,0,1,3.110676774,8,31.81302567,2.518109303,3.432695784,1.754061526,0,0,0.34228234,-1.033756588,-0.648406155,0.34228234,-1.033756588,-0.648406155,-4.23574139,-4.834262203,-5.883576554,25846.11992
20000,2,1,0,0,0,2,2.31E-05,10,30.2833501,1.54432435,5.254498978,5.758656659,0,0,-0.145213707,-1.308833529,1.611134729,-0.145213707,-1.308833529,1.611134729,0.410756848,-2.003320124,-5.699926064,28229.61084
20000,2,1,0,0,0,1,3.785962408,13,30.11096837,2.447006845,3.165299359,2.289789936,0,0,1.013566777,1.017729329,-1.316111411,1.013566777,1.017729329,-1.316111411,4.841904043,6.479166495,1.910987284,75065.70591
20000,2,1,0,0,0,1,0.025084561,12,30.67647552,2.933941921,4.856330339,5.968967306,0,0,1.090963497,0.849087238,1.323866102,1.090963497,0.849087238,1.323866102,-4.032845319,3.929862457,-4.935004268,40671.41919
20000,2,1,0,0,0,1,4.14E-05,13,30.1754297,1.598316953,2.033669917,0.02198041,0,0,-0.868335234,1.352124221,-1.171615483,-0.868335234,1.352124221,-1.171615483,-2.430576988,-4.780980432,-4.529890877,22066.45816
20000,2,0,0,0,1,0,0,0,31.53011062,1.928072253,4.17072345,0.262687697,0,0,0.423073066,1.358918596,-0.114706405,0.423073066,1.358918596,-0.114706405,1.096306299,-0.718147518,4.251311164,11231.35481
20000,2,1,0,0,0,0,0.01595079,4,31.49734491,1.154786994,0.158951515,3.169207395,0,0,-0.961486122,-0.654985749,0.255989706,-0.961486122,-0.654985749,0.255989706,-4.232608313,1.395722308,0.984749014,11904.72459
20000,2,0,0,0,0,0,0,0,30.36219804,2.458778038,5.03544267,0.20063935,0,0,-1.52037359,-0.078351986,1.691335272,-1.52037359,-0.078351986,1.691335272,-8.807513701,-6.264288619,-2.665709804,75692.01365
20000,2,1,0,0,0,1,4.49E-05,12,31.59100262,0.400131385,2.550416246,3.863015968,0,0,-1.316778136,-1.342113171,1.108350896,-1.316778136,-1.342113171,1.108350896,-0.551671745,-5.453241138,-2.635522683,64282.23218
20000,2,0,0,0,0,0,0,0,31.50531565,1.43846414,5.093537408,1.192002144,0,0,2.154593969,0.6616638,-2.676436977,2.154593969,0.6616638,-2.676436977,0.190043084,8.604275586,-2.470814614,78541.77022
20000,2,1,0,0,0,0,1.885932057,15,30.38840754,0.997047456,2.752375933,0.399057348,0,0,-1.49647143,-0.900774048,-0.063662478,-1.49647143,-0.900774048,-0.063662478,-3.355244621,-0.346925686,8.725748081,36287.82022
20000,2,1,0,0,0,2,0.000237696,2,31.90999308,2.498295687,5.352049319,1.996274356,0,0,0.536351896,1.124651263,-1.819334933,0.536351896,1.124651263,-1.819334933,0.563016903,1.218705757,-0.301945095,44427.56229
20000,2,1,0,0,0,3,0.022008577,3,30.71809771,0.690268522,0.645873593,5.139315151,0,0,2.153467585,0.524424318,0.888536581,2.153467585,0.524424318,0.888536581,0.458736105,1.118284856,-0.911925466,35997.17046
20000,2,1,0,0,0,0,0.012086894,16,31.9215743,1.825866758,2.631434916,6.115712632,0,0,-0.041704045,-0.488210584,1.614671121,-0.041704045,-0.488210584,1.614671121,-0.931108319,-9.923961901,-0.972057738,50558.87855
20000,2,0,0,0,0,0,0,0,31.94435874,0.88722007,6.095603668,3.733385041,0,0,-1.947318056,-1.198934918,0.023069839,-1.947318056,-1.198934918,0.023069839,8.912727786,5.859226243,0.556032078,79636.29097
20000,2,1,0,0,0,8,0.115834725,12,31.66589423,1.151532971,5.083021873,5.836446704,0,0,-0.329866214,1.000407451,0.09807051,-0.329866214,1.000407451,0.09807051,3.508576622,9.757355179,10.37694224,78942.08763
20000,2,1,0,0,0,1,0.015041895,4,31.46628324,1.801618451,2.842742803,5.364354902,0,0,0.814389877,-0.103515701,-0.835945813,0.814389877,-0.103515701,-0.835945813,1.128419499,-3.174074956,-4.090964675,12425.49033
20000,2,1,0,0,0,3,3.354444737,5,31.15989766,2.65497115,6.14611103,2.396882772,0,0,0.541139605,-0.610902953,-1.005666137,0.541139605,-0.610902953,-1.005666137,4.829760996,-8.122749015,-5.703906155,28594.15493
20000,2,1,0,0,0,3,0.005240165,5,30.00710422,1.459801808,5.680826038,0.282275357,0,0,-1.096934435,1.540825062,1.190231059,-1.096934435,1.540825062,1.190231059,2.461531403,0.033372902,-2.687706067,20815.09186
20000,2,1,0,0,0,2,0.699432431,4,30.92777935,1.598777488,0.366186935,0.036312089,0,0,0.291751854,0.396331287,-0.934590983,0.291751854,0.396331287,-0.934590983,4.214173476,3.379428253,-0.525174964,14808.78482
20000,2,1,0,0,0,2,3.960704988,2,30.86005384,1.451764989,3.28301228,5.256472981,0,0,0.070682561,0.099112629,-1.10758881,0.070682561,0.099112629,-1.10758881,2.779198963,1.523926425,-6.32632372,14850.02573
