e,b,h2,cah1,cah2,diss,v,w,j,d_i,theta,phi,eta,n_i,j_i,rho1x,rho1y,rho1z,rho2x,rho2y,rho2z,p1x,p1y,p1z,tf
20000,0,1,0,0,0,1,0.071491319,3,31.24983906,0.616324798,5.259389654,1.698589651,0,0,0.7417151,-1.217950969,-0.160245681,0.7417151,-1.217950969,-0.160245681,-3.475005846,5.706216225,-1.972951726,17749.84083
20000,0,1,0,0,0,0,0.008475677,0,31.8865914,1.083505166,2.592521632,4.620672204,0,0,0.171472845,-0.104911847,-1.585299301,0.171472845,-0.104911847,-1.585299301,0.791727439,-0.484400826,-4.353317163,15743.52376
20000,0,1,0,0,0,3,0.183261741,2,30.72502071,0.620097862,2.851504843,1.449202856,0,0,-0.991782463,0.296055415,0.633216078,-0.991782463,0.296055415,0.633216078,8.920659524,-2.662891972,-3.041733222,44759.57368
20000,0,1,0,0,0,0,0.01429189,3,30.93254334,1.321550417,4.92137,3.541258637,0,0,-0.238883792,1.126399084,-1.288375181,-0.238883792,1.126399084,-1.288375181,-0.65281285,3.078182026,-0.200847707,44268.48646
20000,0,1,0,0,0,2,3.637114769,1,31.34040105,2.675675897,1.505316284,5.092432973,0,0,0.115234741,1.757329328,-0.558612565,0.115234741,1.757329328,-0.558612565,-0.383410709,-5.847011759,2.714960996,65374.40093
20000,0,1,0,0,0,3,0.896295707,0,30.50406051,0.783348565,0.171625487,3.176469598,0,0,0.082280101,0.014261665,2.082549266,0.082280101,0.014261665,2.082549266,0.531807964,0.092178633,6.298189504,63951.59037
20000,0,1,0,0,0,1,0.000970903,8,31.57430949,0.989703589,0.487024667,4.230877509,0,0,-1.815582621,-0.961482386,0.262132634,-1.815582621,-0.961482386,0.262132634,1.524413707,0.807287376,-4.106795854,78713.76973
20000,0,1,0,0,0,0,3.968772497,0,30.03353706,0.079076243,4.846758425,5.614977958,0,0,0.154895023,-1.145808722,-1.137391837,0.154895023,-1.145808722,-1.137391837,0.171857244,-1.271283778,-1.723905092,10785.73651
20000,0,1,0,0,0,0,0.632581603,6,31.74893206,2.345744734,3.124963919,4.701888755,0,0,0.752242383,-0.012509992,-1.388862203,0.752242383,-0.012509992,-1.388862203,-1.996308597,0.033199147,-4.329873264,22792.96623
20000,0,1,0,0,0,2,0.000724661,2,30.21679885,0.777668982,4.899463048,4.253714491,0,0,0.367070073,-1.939221035,0.284568925,0.367070073,-1.939221035,0.284568925,0.474330833,-2.505876663,1.550785092,49963.07417
20000,0,1,0,0,0,1,3.921025826,13,31.85773181,1.006082448,6.065543038,2.440551431,0,0,-1.458068695,0.322444734,-1.380170878,-1.458068695,0.322444734,-1.380170878,1.490496717,-0.329616031,-7.318952552,61875.82705
20000,0,1,0,0,0,0,4.18E-05,1,31.48697612,2.498428849,0.73105696,1.864090278,0,0,0.754967768,0.677072299,0.881044918,0.754967768,0.677072299,0.881044918,-0.204310124,-0.183229975,0.720505936,25580.68657
20000,0,1,0,0,0,1,3.650380551,5,30.0809106,0.985040606,5.566895497,3.665932045,0,0,0.826122372,-0.719160108,0.107762302,0.826122372,-0.719160108,0.107762302,-1.917249236,1.66901323,4.375782891,56961.12278
20000,0,1,0,0,0,3,0.111177095,3,31.38048797,2.000571306,0.703348415,1.88486752,0,0,0.230584251,0.195542025,-1.234731244,0.230584251,0.195542025,-1.234731244,3.900219223,3.307497206,-8.935173501,18714.00502
20000,0,0,0,0,1,0,0,0,30.18822924,0.376383904,1.11160123,3.827150039,0,0,-0.725545904,-1.467389555,0.174268003,-0.725545904,-1.467389555,0.174268003,0.422090035,0.853661367,9.207437855,16148.56392
20000,0,1,0,0,0,2,0.026901203,9,30.03747703,1.067307811,3.516179525,3.398590089,0,0,-0.935738505,-0.367885138,-2.044345626,-0.935738505,-0.367885138,-2.044345626,-2.783422017,-1.094301012,3.518978752,74080.75542
20000,0,1,0,0,0,1,2.265489559,1,30.43709062,1.192346461,5.094897869,0.961686917,0,0,0.379553126,-0.943399825,1.470247386,0.379553126,-0.943399825,1.470247386,0.705420397,-1.753360553,4.417579784,42353.45126
20000,0,1,0,0,0,1,0.000181177,1,31.43204331,1.522856079,2.275472388,6.011123546,0,0,-1.018386189,1.19765962,-0.833035528,-1.018386189,1.19765962,-0.833035528,-3.62232242,4.259984414,-2.051528853,13126.65433
20000,0,1,0,0,0,0,3.817172755,12,30.82943389,1.065349537,0.258454274,2.743192133,0,0,-1.337717068,-0.353648392,-1.137216814,-1.337717068,-0.353648392,-1.137216814,-6.106027149,-1.614232738,3.50774627,19787.90186
20000,0,1,0,0,0,0,0.10333525,15,30.46805,1.047210908,2.702928128,5.453229912,0,0,0.618829206,-0.290323778,1.583649846,0.618829206,-0.290323778,1.583649846,-5.88357637,2.760280387,7.759885411,55685.369
20000,0,1,0,0,0,0,3.720996267,0,30.13114701,1.561625429,0.937381037,3.136434008,0,0,0.191422725,0.26066652,1.51217272,0.191422725,0.26066652,1.51217272,0.296294484,0.403473788,3.614765104,10887.52628
20000,0,1,0,0,0,1,0.000206124,2,30.67969683,0.552880059,0.43180662,4.627239132,0,0,-0.599726196,-0.276359499,1.331608361,-0.599726196,-0.276359499,1.331608361,-0.894762372,-0.412314958,6.109705284,61140.05622
20000,0,1,0,0,0,2,0.028439274,7,30.88689476,2.581422469,5.927232471,1.524782597,0,0,1.549586075,-0.57611951,1.256259317,1.549586075,-0.57611951,1.256259317,4.166019277,-1.548881359,-1.046539146,39789.37185
20000,0,1,0,0,0,0,0.192500587,9,30.51716158,2.908496587,4.492078996,2.091346177,0,0,-0.369582198,-1.650326262,-0.157020789,-0.369582198,-1.650326262,-0.157020789,-0.916109176,-4.090778828,5.359501971,12968.46726
20000,0,1,0,0,0,3,2.135370587,1,31.51181505,2.375071975,1.526276996,4.505140389,0,0,-0.052685407,-1.182645703,1.420601918,-0.052685407,-1.182645703,1.420601918,-0.275277451,-6.179238511,6.15075074,43741.20152
20000,0,1,0,0,0,3,1.73E-05,0,31.24673338,1.352693767,0.30811153,4.943155581,0,0,-0.930039198,-0.295981735,-0.102124922,-0.930039198,-0.295981735,-0.102124922,2.245251049,0.714543324,-0.39188539,16319.91954
20000,0,1,0,0,0,0,0.289362784,15,30.157911,0.946851701,0.437187038,3.831319005,0,0,-1.597132103,-0.746417535,0.768217158,-1.597132103,-0.746417535,0.768217158,0.040140597,0.018759654,8.494547321,66945.70961
20000,0,1,0,0,0,3,2.10E-05,2,30.83864569,1.865516016,5.252150494,0.159478768,0,0,0.371725868,-0.620468138,-2.287574156,0.371725868,-0.620468138,-2.287574156,-0.213783982,0.356838628,-1.655945637,43328.05943
20000,0,1,0,0,0,1,0.003166682,2,31.70053696,2.140644156,2.026147157,4.619108159,0,0,-0.73039609,1.491603834,-0.50440914,-0.73039609,1.491603834,-0.50440914,2.806357047,-5.731099864,0.601091268,47137.82851
20000,0,1,0,0,0,2,0.011824943,2,31.27817487,1.688251562,5.828939796,2.771990925,0,0,0.778928026,-0.380352133,-0.60278071,0.778928026,-0.380352133,-0.60278071,3.028709552,-1.478925009,-5.287755451,15887.85402
20000,0,1,0,0,0,0,3.74E-05,4,31.0113998,0.523654368,2.241266956,4.909883412,0,0,0.140940853,-0.177726623,-1.435923948,0.140940853,-0.177726623,-1.435923948,-1.939408625,2.445597125,0.296667158,13868.38485
20000,0,1,0,0,0,3,0.042511889,2,30.68640084,2.202560287,2.028328921,0.246166843,0,0,0.180004741,-0.365581355,-2.194002011,0.180004741,-0.365581355,-2.194002011,-0.010792287,0.021918639,-4.77812197,28475.96302
20000,0,1,0,0,0,1,0.130014578,6,30.31102123,1.775920854,0.553313175,5.084315743,0,0,-0.353667615,-0.218450972,1.045311677,-0.353667615,-0.218450972,1.045311677,3.800749091,2.347620471,5.06679177,13729.98632
20000,0,1,0,0,0,2,3.765218969,0,31.35488342,1.827018359,3.655699523,0.953765317,0,0,1.501889536,0.848211636,-0.162815701,1.501889536,0.848211636,-0.162815701,-6.598519269,-3.726599518,0.298460158,14316.57072
20000,0,1,0,0,0,3,0.001123561,3,30.82686387,1.658247607,0.804280191,3.711922137,0,0,-0.327600535,-0.340211683,1.824771519,-0.327600535,-0.340211683,1.824771519,-0.477154943,-0.495523263,9.089741794,40667.05137
20000,0,1,0,0,0,1,0.000225532,6,30.38389887,1.403042064,4.740364722,0.685969479,0,0,-0.035906515,1.283152644,0.6397132,-0.035906515,1.283152644,0.6397132,-0.259268821,9.265212102,-0.074619562,14303.74743
20000,0,1,0,0,0,2,0.621627375,1,30.3238219,0.964201622,5.452780334,1.007297643,0,0,-0.136936409,0.149852589,1.287397322,-0.136936409,0.149852589,1.287397322,-0.335345042,0.366975614,8.724011066,43241.5326
20000,0,1,0,0,0,0,0.073594399,7,30.58700193,1.8270935,5.401082936,1.979372117,0,0,0.76104147,-0.924555855,0.684181506,0.76104147,-0.924555855,0.684181506,-0.588271493,0.714665198,5.835772287,34303.66471
20000,0,1,0,0,0,1,0.168327358,0,31.18607928,0.572846779,5.638162029,2.825198917,0,0,-0.064087854,0.048218491,-1.131264644,-0.064087854,0.048218491,-1.131264644,-0.049557283,0.037285963,3.455340178,19501.28023
20000,0,1,0,0,0,2,0.000819075,0,31.60567544,1.93219406,4.737159375,0.206148819,0,0,0.007849873,-0.316840626,-1.902545976,0.007849873,-0.316840626,-1.902545976,0.01185086,-0.478330523,-4.042962018,13250.97373
20000,0,1,0,0,0,4,0.002955909,1,30.19342602,2.225889668,3.46613112,1.476436675,0,0,-1.872452083,-0.629956362,0.741270948,-1.872452083,-0.629956362,0.741270948,6.056644701,2.037660614,-2.897393287,75271.27025
20000,0,1,0,0,0,3,0.092778363,3,31.37845929,1.142644504,0.835043289,5.861594496,0,0,-0.392166612,-0.433174469,2.18784521,-0.392166612,-0.433174469,2.18784521,0.847049333,0.93562311,1.457771594,18450.93418
20000,0,1,0,0,0,1,0.000374339,6,30.09649593,1.829775505,5.601961586,5.872283911,0,0,1.38580566,-1.123455095,-0.455054493,1.38580566,-1.123455095,-0.455054493,0.598381449,-0.485100262,-3.912331927,12341.72691
20000,0,1,0,0,0,3,3.42E-05,3,30.05537717,0.597869006,5.973888356,4.61196295,0,0,-1.068666876,0.341495162,0.212497686,-1.068666876,0.341495162,0.212497686,8.431397705,-2.69427414,-5.037436569,74927.11877
20000,0,1,0,0,0,0,3.354512336,2,30.7063342,2.012906025,0.956899364,0.966716667,0,0,-0.179125506,-0.25417416,1.234363263,-0.179125506,-0.25417416,1.234363263,-1.424560217,-2.02141171,3.272433754,13101.29144
20000,0,1,0,0,0,1,3.588902057,13,31.43585093,0.857279433,3.271716688,6.080797175,0,0,-0.45302797,-0.059284814,1.234375321,-0.45302797,-0.059284814,1.234375321,-7.997194492,-1.046540655,-7.711441853,55426.08341
20000,0,1,0,0,0,2,0.362904726,4,30.75511465,0.733349819,5.377601339,5.723416025,0,0,1.005394433,-1.281588433,-0.284016857,1.005394433,-1.281588433,-0.284016857,4.477557977,-5.707597257,-4.238601909,18670.19605
20000,0,1,0,0,0,1,0.000332012,8,31.3010291,2.282606907,4.291961734,3.519777678,0,0,0.097101707,0.217188424,1.207727228,0.097101707,0.217188424,1.207727228,-2.487102402,-5.562928473,4.715361001,15910.6735
20000,0,1,0,0,0,0,0.064580551,1,31.23085699,0.83533493,3.590828753,3.430833247,0,0,0.729934907,0.3519113,1.345090077,0.729934907,0.3519113,1.345090077,0.421370934,0.203148516,-0.655271378,75943.48763
20000,0,1,0,0,0,3,3.806299638,3,31.29668013,1.14939066,2.905125809,5.489895652,0,0,0.946250174,-0.228022805,2.039445613,0.946250174,-0.228022805,2.039445613,-2.731056163,0.658116748,-1.904805698,21154.65092
20000,0,1,0,0,0,1,0.011640169,2,31.67790728,1.920640846,0.211042022,2.667142344,0,0,-0.90394878,-0.193654798,0.830215833,-0.90394878,-0.193654798,0.830215833,-3.933732226,-0.842731508,6.368774372,13059.80047
20000,0,0,0,0,0,0,0,0,31.55718279,2.15939138,4.251696832,0.764745264,0,0,-0.648497267,-1.306634584,2.32107931,-0.648497267,-1.306634584,2.32107931,-0.105128427,-0.211819611,-8.207807929,78671.0734
20000,0,1,0,0,0,3,8.81E-05,2,30.9180578,1.619524078,4.292468034,3.8952,0,0,0.280942399,0.629241683,1.964257064,0.280942399,0.629241683,1.964257064,0.566209115,1.268168771,7.010869912,36507.49184
20000,0,0,0,0,1,0,0,0,30.3054035,2.755517092,4.724136197,3.754271139,0,0,0.014844251,-1.263581734,1.086335833,0.014844251,-1.263581734,1.086335833,-0.081207191,6.912570004,6.810409846,18423.85506
20000,0,1,0,0,0,1,0.060377297,1,31.61728195,1.902483557,4.173396831,3.668960872,0,0,0.648058691,1.083600625,1.518063351,0.648058691,1.083600625,1.518063351,-0.392611735,-0.656474988,-0.077661415,12786.63899
20000,0,1,0,0,0,2,0.150597732,6,30.8456985,1.882042991,2.149735847,5.477684712,0,0,-1.078885065,1.650545047,-0.753116799,-1.078885065,1.650545047,-0.753116799,-0.208236799,0.318573524,-3.325133608,70465.91478
20000,0,1,0,0,0,0,1.805287007,0,30.84368621,3.09162838,2.710592149,5.816011875,0,0,-0.844570543,0.388361004,0.780911805,-0.844570543,0.388361004,0.780911805,-1.717143583,0.789598467,2.13014616,11082.22227
20000,0,0,0,0,1,0,0,0,30.33212154,0.85687495,4.430236874,3.153084031,0,0,-0.452254049,-1.560110916,-0.060773667,-0.452254049,-1.560110916,-0.060773667,-0.156742879,-0.540705556,10.47189918,35271.78706
20000,0,1,0,0,0,3,0.000105649,4,30.3592059,2.701940062,3.993695259,2.077268451,0,0,0.360208858,0.411780488,-0.941496021,0.360208858,0.411780488,-0.941496021,0.179836358,0.205583793,-9.485935712,75684.55433
20000,0,1,0,0,0,2,0.823979078,3,31.40284225,1.203437829,5.497457609,5.642640056,0,0,-1.281286894,1.282131631,0.384448786,-1.281286894,1.282131631,0.384448786,-4.621401922,4.624448755,3.073961921,15550.57941
20000,0,1,0,0,0,0,2.95988772,2,31.75850252,1.68165898,1.954401931,2.463277192,0,0,-0.138779457,0.343854317,-1.5927208,-0.138779457,0.343854317,-1.5927208,0.405152229,-1.00384701,-1.60776884,11126.08087
20000,0,1,0,0,0,0,0.214209993,10,30.28148989,0.256078383,1.845061535,1.507042719,0,0,-0.216807836,0.770583272,1.11436888,-0.216807836,0.770583272,1.11436888,-2.015421113,7.163254901,-2.234025179,12399.31226
20000,0,1,0,0,0,1,0.151081252,7,30.18852719,1.320282063,0.24933125,1.442891266,0,0,-1.4981234,-0.381466698,-1.144342102,-1.4981234,-0.381466698,-1.144342102,3.069470271,0.781578266,-2.304934107,12945.19802
20000,0,1,0,0,0,3,0.029989055,5,30.07710447,2.132664605,0.127480264,2.125862332,0,0,-1.241579918,-0.159139943,0.001912788,-1.241579918,-0.159139943,0.001912788,-10.23527796,-1.311910357,4.596849577,74981.28426
20000,0,1,0,0,0,1,0.091279828,2,31.45200018,1.647554262,3.168606611,4.89116655,0,0,-0.497612528,-0.013445755,-1.879801909,-0.497612528,-0.013445755,-1.879801909,1.579414342,0.042676614,2.05499591,12800.15416
20000,0,1,0,0,0,0,2.715105313,3,31.77120811,1.762054596,1.549064007,6.049524116,0,0,-0.002777659,-0.127792209,1.179911893,-0.002777659,-0.127792209,1.179911893,0.059609632,2.742470529,-0.151416515,11403.70306
20000,0,1,0,0,0,2,2.25E-05,3,31.27489982,1.260191195,4.254232294,4.252997047,0,0,0.26779539,0.543024713,1.491173625,0.26779539,0.543024713,1.491173625,0.826153818,1.675241456,9.491543688,16919.64511
20000,0,1,0,0,0,1,0.058432698,6,31.88999101,1.211267481,0.226205833,1.343834692,0,0,-1.830512836,-0.421282866,-0.584756633,-1.830512836,-0.421282866,-0.584756633,-1.821133485,-0.419124258,-4.053861897,14120.98809
20000,0,1,0,0,0,0,0.052683176,0,31.14796546,2.304238104,5.147634387,6.270635914,0,0,-0.139797869,0.300650225,-1.525005171,-0.139797869,0.300650225,-1.525005171,-0.196317674,0.42220209,-0.044386702,52701.96749
20000,0,1,0,0,0,3,0.103377766,3,31.62320871,0.55590844,2.538891127,3.337455727,0,0,1.505340833,-1.035840259,-0.016879875,1.505340833,-1.035840259,-0.016879875,-6.841903801,4.707983236,1.887928865,29764.39234
20000,1,1,0,0,0,0,1.78461463,5,31.48802171,0.961459816,5.28769783,0.358831909,0,0,-0.344582884,-1.284103425,-0.949939104,-0.344582884,-1.284103425,-0.949939104,-3.063012549,0.255573836,-2.094471406,34857.38282
20000,1,1,0,0,0,1,0.33719225,6,31.07330036,2.10456899,1.814085224,0.255829443,0,0,-0.225304233,-1.633094848,-0.263629203,-0.225304233,-1.633094848,-0.263629203,-2.590696771,-5.866056648,2.273925655,15155.81207
20000,1,1,0,0,0,0,0.660744982,12,31.39906441,0.658378575,3.164414915,5.833307122,0,0,-0.318871027,1.396779798,0.366305471,-0.318871027,1.396779798,0.366305471,-0.185623542,1.062619182,8.864458339,27116.01607
20000,1,1,0,0,0,3,1.87995601,6,30.70139525,1.414759864,1.478146314,2.817331291,0,0,0.007662505,-0.323060285,1.225417439,0.007662505,-0.323060285,1.225417439,-0.306555483,-7.420845545,8.184323665,31834.60387
20000,1,1,0,0,0,2,0.573854015,5,31.82737641,2.80514877,4.82289622,0.77907673,0,0,0.816312864,-0.031307512,0.932358592,0.816312864,-0.031307512,0.932358592,4.171280496,-4.194208255,6.841996337,47546.34015
20000,1,1,0,0,0,2,1.50E-05,3,31.09270306,1.959453503,3.740436313,5.672061531,0,0,-1.181798711,-0.142305702,-0.469056083,-1.181798711,-0.142305702,-0.469056083,-8.53824267,0.975420914,-5.110305104,17244.67287
20000,1,1,0,0,0,1,1.072938652,1,31.4165335,2.046993496,4.016472047,6.241867689,0,0,1.861557215,0.190340095,0.474552546,1.861557215,0.190340095,0.474552546,-1.657168707,-0.665548157,-0.400479336,12696.95446
20000,1,1,0,0,0,0,3.836223268,15,30.89707483,1.2471539,0.507652161,6.233992508,0,0,0.162520749,-0.683763153,1.264592986,0.162520749,-0.683763153,1.264592986,-1.207013373,-8.057200835,-7.323662687,54469.01711
20000,1,1,0,0,0,0,1.953770478,31,30.64238593,1.068605385,4.878514941,1.085185118,0,0,-0.169583081,-1.590029736,-1.828957821,-0.169583081,-1.590029736,-1.828957821,-10.34773814,8.052507239,-2.190185015,76390.51332
20000,1,1,0,0,0,2,3.948761987,1,30.52511442,1.920387987,3.253946336,2.490267619,0,0,-0.001258776,-0.403145079,1.676642163,-0.001258776,-0.403145079,1.676642163,0.818082541,1.789718326,-7.499617842,19371.3546
20000,1,1,0,0,0,0,0.019251562,10,31.62971199,0.461430397,3.784505939,3.290616103,0,0,0.604150939,-0.584255723,-1.506189113,0.604150939,-0.584255723,-1.506189113,2.577254312,4.451680032,-5.251451488,44387.95131
20000,1,1,0,0,0,0,3.797141789,11,30.0005083,0.665958989,2.692385579,1.653450697,0,0,1.275020376,-0.316656199,0.284479466,1.275020376,-0.316656199,0.284479466,-1.953342967,0.416841044,8.475184441,25208.34472
20000,1,0,0,0,0,0,0,0,30.62137582,0.769198347,1.318283759,0.245348237,0,0,-2.303205934,3.162783015,-0.508094753,-2.303205934,3.162783015,-0.508094753,3.381171534,-4.44621431,2.278794253,76338.13576
20000,1,1,0,0,0,0,0.000952161,7,30.55321781,2.803738505,2.614067303,4.464117252,0,0,-0.936869127,0.461293623,-0.751680569,-0.936869127,0.461293623,-0.751680569,-0.136308197,6.182343485,-3.945925096,25941.08584
20000,1,1,0,0,0,1,0.132861241,2,31.3458732,1.471826772,3.143378902,2.26698261,0,0,0.349491848,-1.439157726,1.195009005,0.349491848,-1.439157726,1.195009005,0.419435994,2.838550226,-2.131129213,12794.22572
20000,1,1,0,0,0,0,7.22E-05,15,30.01781183,0.762546962,0.827015461,0.540861065,0,0,-0.293890685,-1.396701267,1.266238136,-0.293890685,-1.396701267,1.266238136,7.023907875,-5.246948809,2.161942822,74833.46956
20000,1,1,0,0,0,1,3.723443843,3,30.68091127,0.373132982,5.857315775,2.476023982,0,0,0.967643816,-0.266615048,0.405602539,0.967643816,-0.266615048,0.405602539,0.355610886,1.965930977,2.117214923,19879.76326
20000,1,1,0,0,0,2,0.003841446,3,30.16736783,0.414262917,4.461799119,5.136320347,0,0,0.410694215,0.77756762,-1.068331579,0.410694215,0.77756762,-1.068331579,4.920731394,6.013445039,-6.434314214,32253.48834
