  0.80000000 -1.019715595549 -0.436241543729 -0.307282203044 -0.276173166552    
  0.90000000 -1.083330790920 -0.520164957856 -0.392039198352 -0.360618900602    
  1.00000000 -1.124249947410 -0.579891357941 -0.452717022656 -0.420648003252    
  1.10000000 -1.149787236081 -0.622808053840 -0.496708798101 -0.463659512980    
  1.25000000 -1.169174646966 -0.665779819388 -0.541550916046 -0.506510100253    
  1.30000000 -1.172109634331 -0.675959119232 -0.552424142358 -0.516616357935    
  1.40000000 -1.174251820849 -0.691730935424 -0.569683937202 -0.532220636700    
  1.50000000 -1.172642917966 -0.702676565862 -0.582244305053 -0.542979495972    
  1.60000000 -1.168381105574 -0.709972440229 -0.591277270922 -0.550080058127    
  1.70000000 -1.162264755300 -0.714489006512 -0.597650866174 -0.554411980059    
  1.80000000 -1.154881971213 -0.716879913168 -0.602021103210 -0.556665131150    
  1.90000000 -1.146670298910 -0.717642787969 -0.604900149386 -0.557383323288    
  2.00000000 -1.137958181560 -0.717161392365 -0.606709972231 -0.557028805627    
  2.30000000 -1.111022705936 -0.710956003799 -0.609595582635 -0.554199253195    
  2.50000000 -1.093789880772 -0.704725615922 -0.614264717586 -0.557569274876    
  2.80000000 -1.070552840807 -0.694990092104 -0.633746355239 -0.565718851521    
  3.00000000 -1.057208505557 -0.690166705105 -0.648917654157 -0.565175504651    
  3.10000000 -1.051222395786 -0.689192574246 -0.654551611891 -0.563941005332    
  3.20000000 -1.045694652591 -0.689761551574 -0.658005742228 -0.562419861436    
  3.30000000 -1.040618647537 -0.691900143033 -0.659187015884 -0.560768752276    
  3.40000000 -1.035982855400 -0.695054359717 -0.658644348044 -0.559091120936    
  3.50000000 -1.031771542182 -0.698549358034 -0.657081412429 -0.557456249968    
  3.60000000 -1.027965543647 -0.701934949965 -0.654995465599 -0.555910869949    
  3.70000000 -1.024542983622 -0.704981166745 -0.652672767429 -0.554485849037    
  3.80000000 -1.021479601050 -0.707589101749 -0.650272394658 -0.553200654154    
  3.90000000 -1.018750853424 -0.709728728424 -0.647885119895 -0.552066073895    
  4.00000000 -1.016329934983 -0.711405532439 -0.645564758623 -0.551086135189    
  4.10000000 -1.014190919769 -0.712643070473 -0.643344139409 -0.550259588355    
  4.20000000 -1.012307924103 -0.713473850800 -0.641243406648 -0.549580984633    
  4.30000000 -1.010656105745 -0.713934183536 -0.639274506562 -0.549041673007    
  4.40000000 -1.009211697266 -0.714061455995 -0.637443794941 -0.548630902695    
  4.50000000 -1.007952039391 -0.713892093905 -0.635753574703 -0.548336929042    
  4.70000000 -1.005905491542 -0.712800724276 -0.632789284528 -0.548055938528    
  5.00000000 -1.003755859825 -0.709731161646 -0.629312255394 -0.548317124425    
  5.25000000 -1.002566813564 -0.706281502555 -0.627180164659 -0.549216452431    
  5.50000000 -1.001751906142 -0.702329774840 -0.625605202974 -0.550847804943    
  5.75000000 -1.001195765305 -0.698085596547 -0.624460991076 -0.553162963466    
  6.00000000 -1.000817166847 -0.693699073831 -0.623638831622 -0.555981168233    
  6.50000000 -1.000384483087 -0.684888574733 -0.622625793285 -0.562414307799    
  7.00000000 -1.000183484221 -0.676402916617 -0.622088370642 -0.569099026170    
  7.50000000 -1.000088872702 -0.668463700056 -0.621774961389 -0.575446940958    
  8.00000000 -1.000043261391 -0.661150082329 -0.621560430561 -0.581161803587    
  8.50000000 -1.000020483983 -0.654470251761 -0.621374419063 -0.586118851166    
  9.00000000 -1.000008537822 -0.648404490624 -0.621159243584 -0.590276480754    
  10.00000000 -0.999997972938 -0.638111014583 -0.620375513586 -0.596238382389    
  11.00000000 -0.999993917699 -0.630753042246 -0.618491772142 -0.599480381314    
  12.00000000 -0.999992026378 -0.626992483005 -0.615006218104 -0.600618527330    
  13.00000000 -0.999990944019 -0.625617513532 -0.611461944182 -0.599827337173    
  14.00000000 -0.999990509670 -0.625130327030 -0.609407507916 -0.597193430218    
  15.00000000 -0.999990181420 -0.624945891170 -0.608547976723 -0.593598083456    
  16.00000000 -0.999989978419 -0.624872098772 -0.608211301621 -0.589876065927    
  17.00000000 -0.999989850505 -0.624840915417 -0.608086110700 -0.586359559042    
  18.00000000 -0.999989684214 -0.624826742756 -0.608051621830 -0.583137080387    
  19.00000000 -0.999989712378 -0.624819673476 -0.608055244072 -0.580213483005    
  20.00000000 -0.999989674762 -0.624815800634 -0.608072704397 -0.577566444352    
