2.0,0.2975220612646
2.1,0.24847385226410001
2.2,0.2064524609529
2.3,0.1702596636676
2.4,0.1392410347303
2.5,0.112718136604
2.6,0.09018184497450002
2.7,0.0711357476883
2.8,0.0551828517125
2.9,0.041935732307200005
3.0,0.0310839667095
3.1,0.0223159019474
3.2,0.0153720094641
3.3,0.009985014941800001
3.4,0.005964919419500001
3.5,0.003115618454
3.6,0.0012585494726000002
3.7,0.0002649505895
3.75,5.107645930000001e-05
3.8,0.0
3.82,2.39662958e-05
3.85,0.0001005582031
3.9,0.00034783023220000004
4.0,0.0012056049180000001
4.1,0.0024939072255000003
4.2,0.0041452123441
4.4,0.008278395977000001
4.6,0.013180095791
4.8,0.0185015247246
5.0,0.023996322014700002
5.2,0.0294477430432
5.4,0.0349145644671
5.6,0.0400092248566
5.8,0.04472958273660001
6.0,0.0489663773137
6.2,0.0526491221628
6.4,0.05573239067380001
6.6,0.0582128111625
6.8,0.0601441938862
7.0,0.06161197003240001
7.2,0.062482001245900004
7.4,0.06322381733320001
7.6,0.0637683443315
7.8,0.06420228920070001
8.0,0.06447097598080001
8.3,0.064789645701
8.6,0.064998325615
9.0,0.0651680944708
9.5,0.06526869823720001
10.0,0.06532519672920001
10.5,0.0653342182626
11.0,0.0653120289355
11.5,0.065291297634
12.0,0.06529562614750001
12.5,0.0652757149854
13.0,0.0652815470878
13.5,0.0652711586554
14.0,0.065265782186
