vi,ji,e,b,pR,pR_err,pQ,pQ_err,pDiss,pDiss_err
1.0,0,25000.0,3.5,0.00020086371397007131,0.00014202496178997848,0.9934719292959727,0.00014202496178997848,0.006327206990057246,0.0007946272735963556
1.0,0,25000.0,3.75,0.00010031096398836393,0.00010030593271743972,0.9943825860166516,0.00010030593271743972,0.005517103019360016,0.0007418710227985927
1.0,0,25000.0,4.0,0.0,0.0,0.9918918918918919,0.0,0.008108108108108109,0.0008972411664721734
1.0,0,25000.0,4.25,0.0,0.0,0.9867881092983686,0.0,0.013211890701631469,0.0011423257336879104
1.0,0,25000.0,4.5,0.0,0.0,0.9760976097609761,0.0,0.023902390239023904,0.0015275273915651168
1.0,0,25000.0,4.75,0.0,0.0,0.9787,0.0,0.0213,0.0014438251279154273
1.0,0,30000.0,0.0,0.29309098419911184,0.0054940652001567985,0.701951874419085,0.0054940652001567985,0.00495714138180316,0.0007137261029472681
1.0,0,30000.0,0.25,0.3103661044837515,0.005641115230559184,0.6848004936240231,0.005641115230559184,0.004833401892225421,0.0007033182296258127
1.0,0,30000.0,0.5,0.32135176651305686,0.005727446287686497,0.6735279057859703,0.005727446287686497,0.005120327700972862,0.0007222674333548118
1.0,0,30000.0,0.75,0.3118411626240917,0.005639708023337892,0.6808924368027838,0.005639708023337892,0.007266400573124552,0.0008592242418619478
1.0,0,30000.0,1.0,0.3049506984387839,0.005587199788075048,0.6880649137222679,0.005587199788075048,0.006984387838948234,0.0008440184288289533
1.0,0,30000.0,1.25,0.2756187359378196,0.005300343767459696,0.7153814686029863,0.005300343767459696,0.00899979545919411,0.000955054543954149
1.0,0,30000.0,1.5,0.24521543342544264,0.005001858181401027,0.7463923856309487,0.005001858181401027,0.008392180943608638,0.0009228643809935002
1.0,0,30000.0,1.75,0.19934305070827346,0.004518124081188921,0.792547731471977,0.004518124081188921,0.008109217819749538,0.0009086514993831721
1.0,0,30000.0,2.0,0.16784289659404725,0.004138908051233087,0.823565510892912,0.004138908051233087,0.00859159251304081,0.0009333839455255391
1.0,0,30000.0,2.25,0.12800081724384513,0.0036128955749086754,0.8660741648789457,0.0036128955749086754,0.005925017877209112,0.0007756847268186626
1.0,0,30000.0,2.5,0.09128841848157948,0.003045879988151764,0.9037248117239975,0.003045879988151764,0.004986769794422959,0.0007106171882664807
1.0,0,30000.0,2.75,0.06563863244394846,0.002578890349398577,0.9274627168509688,0.002578890349398577,0.0068986507050826824,0.0008336936349484931
1.0,0,30000.0,3.0,0.03292264189052717,0.001822691623104529,0.9613209452635831,0.001822691623104529,0.005756412845889719,0.0007602578359208901
1.0,0,30000.0,3.25,0.010770005032712632,0.0010409587193981734,0.9841972823351787,0.0010409587193981734,0.0050327126321087065,0.0007099398129873769
1.0,0,30000.0,3.5,0.0036090225563909775,0.0006014334039670142,0.9901754385964913,0.0006014334039670142,0.006215538847117795,0.0007869172060125339
1.0,0,30000.0,3.75,0.0007007007007007008,0.00026482292805997805,0.992092092092092,0.00026482292805997805,0.007207207207207207,0.0008463111601105626
1.0,0,30000.0,4.0,0.0,0.0,0.9849894926448514,0.0,0.015010507355148604,0.0012163695535619698
1.0,0,30000.0,4.25,0.0,0.0,0.9778977897789779,0.0,0.0221022102210221,0.0014702334546179707
1.0,0,30000.0,4.5,0.0,0.0,0.98,0.0,0.02,0.0014
1.0,0,30000.0,4.75,0.0,0.0,0.9922,0.0,0.0078,0.0008797249570178171
1.0,0,40000.0,0.0,0.29639464814625677,0.005499039556266478,0.701869063425595,0.005499039556266478,0.0017362884281482995,0.0004207460545638748
1.0,0,40000.0,0.25,0.2950602163706879,0.005484886483338515,0.7032047356603388,0.005484886483338515,0.00173504796897326,0.0004204457215481915
1.0,0,40000.0,0.5,0.29413555194805197,0.005460205824282678,0.7043425324675324,0.005460205824282678,0.0015219155844155845,0.0003926577767003174
1.0,0,40000.0,0.75,0.29873958121569427,0.005507751752505941,0.6985159585281562,0.005507751752505941,0.002744460256149624,0.0005274463515815715
1.0,0,40000.0,1.0,0.26396041603554476,0.005160853566134445,0.7321013834191659,0.005160853566134445,0.003938200545289306,0.0006293738099766135
1.0,0,40000.0,1.25,0.2356745831227893,0.004878528143826566,0.7598787266296109,0.004878528143826566,0.004446690247599798,0.0006688716671143934
1.0,0,40000.0,1.5,0.1792082200060441,0.0042473852043058225,0.815452805480004,0.0042473852043058225,0.005338974513951849,0.0007314042227865692
1.0,0,40000.0,1.75,0.14996976416045152,0.003886593013980462,0.8454948599072768,0.003886593013980462,0.004535375932271719,0.000674559013483109
1.0,0,40000.0,2.0,0.11383995973829894,0.003384237311746751,0.8808253648716659,0.003384237311746751,0.005334675390035229,0.0007308168505863658
1.0,0,40000.0,2.25,0.06876069666767341,0.002630652156574387,0.9245947850599013,0.002630652156574387,0.006644518272425249,0.000815161910812132
1.0,0,40000.0,2.5,0.043216080402010054,0.0020838311228629,0.9511557788944723,0.0020838311228629,0.005628140703517588,0.0007499725111035433
1.0,0,40000.0,2.75,0.03138473879474581,0.0017737870355614275,0.9625990173468364,0.0017737870355614275,0.006016243858417728,0.0007743538281843011
1.0,0,40000.0,3.0,0.02187217818802047,0.0014812215129045775,0.9719072940704324,0.0014812215129045775,0.006220527741547106,0.0007875468473288488
1.0,0,40000.0,3.25,0.011523046092184368,0.0010744495366346901,0.9797595190380761,0.0010744495366346901,0.00871743486973948,0.0009305245142640927
1.0,0,40000.0,3.5,0.0074096325222789625,0.0008612870139364454,0.9824772203865024,0.0008612870139364454,0.010113147091218584,0.0010011944077089282
1.0,0,40000.0,3.75,0.0028005601120224045,0.0005292069561111967,0.9801960392078416,0.0005292069561111967,0.017003400680136026,0.0012929666883242203
1.0,0,40000.0,4.0,0.00020004000800160032,0.00014143549766476536,0.9767953590718144,0.00014143549766476536,0.023004600920184037,0.00149932935787084
1.0,0,40000.0,4.25,0.0,0.0,0.9843,0.0,0.0157,0.0012431214743539747
1.0,0,40000.0,4.5,0.0,0.0,0.9972,0.0,0.0028,0.000528408932551296
1.0,0,40000.0,4.75,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,50000.0,0.0,0.19007848661702556,0.004371890102039658,0.7640370295834171,0.004371890102039658,0.04588448379955726,0.0020988621136385686
1.0,0,50000.0,0.25,0.18949909474954738,0.004364486153389133,0.7621202977268156,0.004364486153389133,0.0483806075236371,0.0021519413030761368
1.0,0,50000.0,0.5,0.19412413516494534,0.004410586863357751,0.7562418530031084,0.004410586863357751,0.049634011831946254,0.0021748145160507726
1.0,0,50000.0,0.75,0.1821367778111545,0.004269456385573075,0.771402823670772,0.004269456385573075,0.046460398518073494,0.002106169443183988
1.0,0,50000.0,1.0,0.16771929824561405,0.004099485395511968,0.7937844611528823,0.004099485395511968,0.03849624060150376,0.0019263189684020536
1.0,0,50000.0,1.25,0.14879343146089916,0.003858973967808993,0.8177630920196255,0.003858973967808993,0.03344347651947532,0.0017990855346998315
1.0,0,50000.0,1.5,0.12113324657122836,0.0034816228423690727,0.8474321753929323,0.0034816228423690727,0.031434578035839426,0.0017458514630457355
1.0,0,50000.0,1.75,0.09357779781585011,0.0030613589305838094,0.8797715659753532,0.0030613589305838094,0.026650636208796714,0.0016121340001102578
1.0,0,50000.0,2.0,0.06503251625812907,0.0025504034895156495,0.9146573286643321,0.0025504034895156495,0.02031015507753877,0.0014109431767972034
1.0,0,50000.0,2.25,0.03810762152430486,0.001952110904875286,0.9461892378475695,0.001952110904875286,0.015703140628125625,0.0012433681647575348
1.0,0,50000.0,2.5,0.01850370074014803,0.0013603091716912854,0.9641928385677135,0.0013603091716912854,0.017303460692138426,0.0013041262373980592
1.0,0,50000.0,2.75,0.006800680068006801,0.0008246490122454034,0.9784978497849784,0.0008246490122454034,0.014701470147014702,0.001203610634760729
1.0,0,50000.0,3.0,0.0022004400880176033,0.0004691076750606407,0.9873974794958992,0.0004691076750606407,0.010402080416083216,0.0010146889339283161
1.0,0,50000.0,3.25,0.0013000000000000002,0.00036053432568896964,0.9866,0.00036053432568896964,0.0121,0.001093324745901235
1.0,0,50000.0,3.5,0.0008,0.00028282503425262765,0.9787,0.00028282503425262765,0.0205,0.0014170303454760593
1.0,0,50000.0,3.75,0.0,0.0,0.9748,0.0,0.0252,0.001567321281677755
1.0,0,50000.0,4.0,0.0,0.0,0.9836983698369837,0.0,0.016301630163016303,0.0012663921496172167
1.0,0,50000.0,4.25,0.0,0.0,0.9962,0.0,0.0038,0.0006152690468404858
1.0,0,50000.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,50000.0,4.75,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,60000.0,2.0,0.057134280568341,0.0023907163723577303,0.8859315589353612,0.0023907163723577303,0.05693416049629778,0.0023178631711764475
1.0,0,60000.0,2.25,0.03120624124824965,0.0017665208697163284,0.9164832966593318,0.0017665208697163284,0.052310462092418485,0.0022267463808657135
1.0,0,60000.0,2.5,0.007100710071007101,0.0008426452361447132,0.9602960296029603,0.0008426452361447132,0.032603260326032606,0.0017760473554034022
1.0,0,60000.0,2.75,0.0031000000000000003,0.0005567432083106178,0.9766,0.0005567432083106178,0.0203,0.001410245014173069
1.0,0,60000.0,3.0,0.0007,0.0002645619020191683,0.9872,0.0002645619020191683,0.0121,0.001093324745901235
1.0,0,60000.0,3.25,0.0,0.0,0.9842,0.0,0.0158,0.0012470108259353646
1.0,0,60000.0,3.5,0.0,0.0,0.974,0.0,0.026,0.0015913516267626081
1.0,0,60000.0,3.75,0.0,0.0,0.9786978697869787,0.0,0.0213021302130213,0.0014439679534137616
1.0,0,60000.0,4.0,0.0,0.0,0.9932,0.0,0.0068,0.0008218126307133518
1.0,0,60000.0,4.25,0.0,0.0,0.9999,0.0,0.0001,9.999499987499376e-05
1.0,0,60000.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,60000.0,4.75,0.0,0.0,1.0,0.0,0.0,0.0
2.0,0,5000.0,0.0,0.0,0.0,0.9912904194614075,0.0,0.008709580538592452,0.0009296898030990807
2.0,0,5000.0,0.25,0.0,0.0,0.9896834935897436,0.0,0.01031650641025641,0.0010112585429649067
2.0,0,5000.0,0.5,0.0,0.0,0.9896524010448061,0.0,0.010347598955193892,0.0010142904052717235
2.0,0,5000.0,0.75,0.00010070493454179255,0.0001006998636722034,0.9862034239677744,0.0001006998636722034,0.013695871097683786,0.0011663412384234175
2.0,0,5000.0,1.0,0.0006071031063442275,0.0002478362658348257,0.9848224223413943,0.0002478362658348257,0.014570474552261459,0.001205327973619217
2.0,0,5000.0,1.25,0.0003064038402614646,0.0001768933054989738,0.9844755387600858,0.0001768933054989738,0.015218057399652742,0.0012371892049547074
2.0,0,5000.0,1.5,0.0009271659627073246,0.0003090394012938646,0.982795920469764,0.0003090394012938646,0.016276913567528587,0.0012843398140012486
2.0,0,5000.0,1.75,0.001145117634811576,0.0003452479859341493,0.9836560483031439,0.0003452479859341493,0.015198834062044555,0.0012482688201613243
2.0,0,5000.0,2.0,0.0010482180293501049,0.00033145827232725967,0.9823899371069182,0.00033145827232725967,0.016561844863731655,0.0013066332205336879
2.0,0,5000.0,2.25,0.0014716703458425313,0.00039329386411993676,0.9831809103332282,0.00039329386411993676,0.015347419320929255,0.0012603769232076077
2.0,0,5000.0,2.5,0.0011550981833455844,0.00034825691989714047,0.9840386432846792,0.00034825691989714047,0.014806258531975218,0.0012376464319691421
2.0,0,5000.0,2.75,0.0014800718892060472,0.00039554494117990024,0.9824505761708426,0.00039554494117990024,0.01606935193995137,0.0012928817726950007
2.0,0,5000.0,3.0,0.001356002920621675,0.0003760679281097927,0.981537498696151,0.0003760679281097927,0.017106498383227288,0.0013243184468743976
2.0,0,5000.0,3.25,0.0006235709831635835,0.0002545585588840073,0.9837871544377468,0.0002545585588840073,0.015589274579089585,0.001262898494034415
2.0,0,5000.0,3.5,0.0007287870900572618,0.0002754412888771884,0.984903695991671,0.0002754412888771884,0.014367516918271733,0.0012142264189809353
2.0,0,5000.0,3.75,0.000517063081695967,0.00023122568311174677,0.9826266804550156,0.00023122568311174677,0.016856256463288522,0.0013091090887071691
2.0,0,5000.0,4.0,0.0005131889561736632,0.00022949330001190813,0.9827568510725649,0.00022949330001190813,0.016729959971261418,0.001299383964548751
2.0,0,5000.0,4.25,0.00041025641025641023,0.00020511768546332843,0.9847179487179487,0.00020511768546332843,0.014871794871794871,0.001225817344869615
2.0,0,5000.0,4.5,0.0004085384536819528,0.00020425879509535047,0.9847819426003472,0.00020425879509535047,0.01480951894597079,0.0012207227940779952
2.0,0,5000.0,4.75,0.00020339672531272246,0.00014381589026165044,0.9846435472388895,0.00014381589026165044,0.015153056035797823,0.0012319454158504271
2.0,0,10000.0,0.0,0.00030260238047205974,0.00017469875444654694,0.9926366754085132,0.00017469875444654694,0.007060722211014727,0.0008409331069139657
2.0,0,10000.0,0.25,0.00040461258345134534,0.00020229605950799294,0.9909973700182075,0.00020229605950799294,0.008598017398341089,0.0009285680752416444
2.0,0,10000.0,0.5,0.0005107774032076821,0.00022841493117614343,0.9901930738584125,0.00022841493117614343,0.009296148738379814,0.0009699610462279847
2.0,0,10000.0,0.75,0.00123634865031939,0.00035688472686838815,0.9870183391716464,0.00035688472686838815,0.011745312178034206,0.0010935699812644837
2.0,0,10000.0,1.0,0.0020911752404851524,0.0004675692183209013,0.9857800083647009,0.0004675692183209013,0.012128816394813885,0.0011192821704692527
2.0,0,10000.0,1.25,0.00319693094629156,0.0005836459642736578,0.9818840579710145,0.0005836459642736578,0.014919011082693947,0.0012514456342615945
2.0,0,10000.0,1.5,0.004489097905087644,0.0006926387744841706,0.9793715262932877,0.0006926387744841706,0.016139375801624625,0.001302761904401371
2.0,0,10000.0,1.75,0.0035548852741570615,0.0006187907434892034,0.9786706883550577,0.0006187907434892034,0.017774426370785308,0.0013713845119773499
2.0,0,10000.0,2.0,0.003998703123311359,0.0006573453001143169,0.9789257538095752,0.0006573453001143169,0.01707554306711337,0.0013468091303833053
2.0,0,10000.0,2.25,0.005079982706441851,0.0007409464758446085,0.9775183744055339,0.0007409464758446085,0.01740164288802421,0.0013594565475640846
2.0,0,10000.0,2.5,0.0036574870912220313,0.0006272181378888972,0.9813898450946643,0.0006272181378888972,0.014952667814113597,0.0012587510175904957
2.0,0,10000.0,2.75,0.003085106382978723,0.0005728551960304476,0.9837234042553191,0.0005728551960304476,0.013191489361702127,0.001176791254384558
2.0,0,10000.0,3.0,0.0027405923895857487,0.0005374438806886956,0.9865078528512702,0.0005374438806886956,0.010751554759144091,0.0010588242358646849
2.0,0,10000.0,3.25,0.0016769730636201656,0.00041922129471482086,0.9837543234461796,0.00041922129471482086,0.014568703490200188,0.0012266669938175107
2.0,0,10000.0,3.5,0.0010351966873706005,0.00032734099140416603,0.9869565217391304,0.00032734099140416603,0.012008281573498964,0.0011082264731786964
2.0,0,10000.0,3.75,0.0007192027124216583,0.0002718191093225307,0.9884927566012535,0.0002718191093225307,0.010788040686324874,0.0010471107187582619
2.0,0,10000.0,4.0,0.0007147232999795793,0.0002701262239747731,0.9867265672860935,0.0002701262239747731,0.012558709413926894,0.0011252476065311257
2.0,0,10000.0,4.25,0.00010195758564437195,0.00010195238783724439,0.9877650897226754,0.00010195238783724439,0.01213295269168026,0.0011054580660308292
2.0,0,10000.0,4.5,0.00020238818053025704,0.0001431028137558515,0.986541185994738,0.0001431028137558515,0.013256425824731835,0.0011505167656665695
2.0,0,10000.0,4.75,0.0,0.0,0.9875581630588711,0.0,0.012441836941128869,0.001114841921565943
2.0,0,15000.0,0.0,0.0007110930516050386,0.00026875425880702183,0.9931938236489232,0.00026875425880702183,0.006095083299471759,0.0007844701804032579
2.0,0,15000.0,0.25,0.0016395122451070806,0.00040985443559233696,0.9891382313761656,0.00040985443559233696,0.009222256378727329,0.000967618265483205
2.0,0,15000.0,0.5,0.003218772713113903,0.0005780786316066616,0.9875402346589139,0.0005780786316066616,0.009240992627972172,0.0009750067787395606
2.0,0,15000.0,0.75,0.004130043418405167,0.0006612958219433601,0.983797521973949,0.0006612958219433601,0.012072434607645875,0.0011238412993629322
2.0,0,15000.0,1.0,0.006155507559395248,0.0008152682345532164,0.9814254859611231,0.0008152682345532164,0.012419006479481642,0.0011508647681798267
2.0,0,15000.0,1.25,0.0065775049331287,0.0008491010353655812,0.9798289848717386,0.0008491010353655812,0.013593510195132646,0.001212407837435079
2.0,0,15000.0,1.5,0.009009998901219646,0.000994926596744765,0.9770354906054279,0.000994926596744765,0.01395451049335238,0.0012295925454141193
2.0,0,15000.0,1.75,0.00825173286390142,0.0009527658350483349,0.9778853559247442,0.0009527658350483349,0.013862911211354384,0.0012264160222638905
2.0,0,15000.0,2.0,0.009366391184573003,0.0010158586172058068,0.9738842975206612,0.0010158586172058068,0.01674931129476584,0.0013471231203859737
2.0,0,15000.0,2.25,0.007933920226062385,0.0009285377490533389,0.9788066514509293,0.0009285377490533389,0.013259428323008369,0.0011924670219647905
2.0,0,15000.0,2.5,0.007722007722007722,0.000909989045081304,0.9799442299442299,0.000909989045081304,0.012333762333762334,0.001143014551600825
2.0,0,15000.0,2.75,0.006601362862010221,0.0008383220891399133,0.9842419080068143,0.0008383220891399133,0.009156729131175469,0.0009828644428782091
2.0,0,15000.0,3.0,0.004500261643118786,0.0006862425421944234,0.9855572998430141,0.0006862425421944234,0.009942438513867086,0.001014988995734212
2.0,0,15000.0,3.25,0.003102699348433137,0.0005664415604393701,0.9873823559830386,0.0005664415604393701,0.009514944668528286,0.0009872708562295121
2.0,0,15000.0,3.5,0.0016344876902645827,0.00040859844147147914,0.9910103177035448,0.00040859844147147914,0.007355194606190622,0.0008636243062424716
2.0,0,15000.0,3.75,0.0010147133434804667,0.00032086425325532955,0.9907661085743278,0.00032086425325532955,0.00821917808219178,0.0009094812161787279
2.0,0,15000.0,4.0,0.0005054589567327133,0.00022603669132475584,0.9917104731095835,0.00022603669132475584,0.007784067933683785,0.0008836175906528105
2.0,0,15000.0,4.25,0.00020171457387796267,0.00014262655004571568,0.9902168431669188,0.00014262655004571568,0.009581442259203227,0.0009783144511087878
2.0,0,15000.0,4.5,0.00010053282396702523,0.0001005277704156627,0.9871317985322208,0.0001005277704156627,0.012767668643812204,0.001125691605436997
2.0,0,15000.0,4.75,0.0,0.0,0.9793068809643395,0.0,0.02069311903566047,0.0014267627059921671
2.0,0,20000.0,0.0,0.17224780242779406,0.004234403901134005,0.8227291753871913,0.004234403901134005,0.0050230221850146506,0.0007231876376610357
2.0,0,20000.0,0.25,0.1809241831447605,0.004360824638320207,0.8117796341334461,0.004360824638320207,0.00729618272179338,0.0008751469877285995
2.0,0,20000.0,0.5,0.21746899306285475,0.004763061941678229,0.7753836451545092,0.004763061941678229,0.007147361782636115,0.000863641904314745
2.0,0,20000.0,0.75,0.23433010535277216,0.004972679475837433,0.7542832818984783,0.004972679475837433,0.011386612748749601,0.0010945003519492872
2.0,0,20000.0,1.0,0.2348704718907879,0.0050024132309507245,0.7549177684617865,0.0050024132309507245,0.010211759647425562,0.0010423412535570584
2.0,0,20000.0,1.25,0.22982245942707766,0.004979503104171839,0.759503322078205,0.004979503104171839,0.010674218494717351,0.0010724886723501544
2.0,0,20000.0,1.5,0.21460393349994566,0.0048071508686877585,0.7712702379658807,0.0048071508686877585,0.01412582853417364,0.001230135632384679
2.0,0,20000.0,1.75,0.1900010844810758,0.0045201436834036695,0.7952499728879731,0.0045201436834036695,0.01474894263095109,0.001255350173604537
2.0,0,20000.0,2.0,0.14176912196714178,0.003916933077727596,0.8465890545098466,0.003916933077727596,0.011641823523011642,0.0011188871919770198
2.0,0,20000.0,2.25,0.10263357537661212,0.0033267643140434994,0.8877208193345616,0.0033267643140434994,0.00964560528882627,0.0010174891791560363
2.0,0,20000.0,2.5,0.07032002568768062,0.002739166549369536,0.9216525741196617,0.002739166549369536,0.008027400192657604,0.0009231964397463445
2.0,0,20000.0,2.75,0.04099935938500961,0.0020902929840832976,0.9484304932735426,0.0020902929840832976,0.01057014734144779,0.001056710319531833
2.0,0,20000.0,3.0,0.018079214128958094,0.0013740742173839772,0.9730379349984324,0.0013740742173839772,0.008882850872609468,0.0009591916812972228
2.0,0,20000.0,3.25,0.0057553956834532375,0.0007690378138222818,0.987153134635149,0.0007690378138222818,0.007091469681397739,0.0008506802029694275
2.0,0,20000.0,3.5,0.0028478437754271765,0.0005381606056724168,0.9910496338486574,0.0005381606056724168,0.006102522375915379,0.000785424690419954
2.0,0,20000.0,3.75,0.0009082652134423252,0.00030273979398981135,0.9921283681501665,0.00030273979398981135,0.00696336663639116,0.0008353670709642699
2.0,0,20000.0,4.0,0.0007058586266007866,0.0002667760323645992,0.9912271856408188,0.0002667760323645992,0.008066955732580417,0.0008982678567450411
2.0,0,20000.0,4.25,0.0,0.0,0.9852498494882601,0.0,0.014750150511739916,0.0012075662683914232
2.0,0,20000.0,4.5,0.0,0.0,0.9779669504256384,0.0,0.022033049574361543,0.0014690120573768633
2.0,0,20000.0,4.75,0.0,0.0,0.9786551758693256,0.0,0.021344824130674418,0.0014468304080412218
2.0,0,25000.0,0.0,0.3319850653391413,0.005859561427524468,0.6633478531425016,0.005859561427524468,0.004667081518357187,0.0006941020284160651
2.0,0,25000.0,0.25,0.35615448161916563,0.006054952623588904,0.6388888888888888,0.006054952623588904,0.004956629491945477,0.0007136525849326886
2.0,0,25000.0,0.5,0.3728935470612413,0.0061796374039341925,0.6224825318536786,0.0061796374039341925,0.004623921085080148,0.0006876979921814372
2.0,0,25000.0,0.75,0.40390143737166323,0.006427597538054993,0.5901437371663244,0.006427597538054993,0.00595482546201232,0.0007795753540364632
2.0,0,25000.0,1.0,0.398645876077144,0.006382919372248828,0.5945835043085761,0.006382919372248828,0.006770619614279852,0.000830579535026465
2.0,0,25000.0,1.25,0.39919810835817826,0.006394130107908489,0.5953531407422638,0.006394130107908489,0.005448750899557931,0.0007464016701424069
2.0,0,25000.0,1.5,0.3722605206296944,0.006176945363364892,0.6202284185615804,0.006176945363364892,0.007511060808725177,0.0008757954521842134
2.0,0,25000.0,1.75,0.3418293936279548,0.005916022890237934,0.650770811921891,0.005916022890237934,0.0073997944501541625,0.000868841563290862
2.0,0,25000.0,2.0,0.30744735490498204,0.005609440222579091,0.6829994863893168,0.005609440222579091,0.009553158705701078,0.0009858732979830054
2.0,0,25000.0,2.25,0.260945529290853,0.005170869429637445,0.732065775950668,0.005170869429637445,0.006988694758478931,0.0008445370609285197
2.0,0,25000.0,2.5,0.21202140798682584,0.004665607085756592,0.7812885961300947,0.004665607085756592,0.006689995883079457,0.0008270115538155962
2.0,0,25000.0,2.75,0.1755160727123344,0.004240886030566851,0.8192461743863613,0.004240886030566851,0.005237752901304303,0.0007315088174661508
2.0,0,25000.0,3.0,0.14519930320729582,0.0038532123455401516,0.8492673429654678,0.0038532123455401516,0.005533353827236397,0.0007509078989313048
2.0,0,25000.0,3.25,0.10121374202838922,0.003223083504482597,0.8937461427689776,0.003223083504482597,0.005040115202633203,0.0007181996824915905
2.0,0,25000.0,3.5,0.053929121725731895,0.002351704804745317,0.9388803287108372,0.002351704804745317,0.007190549563430919,0.0008563395757340293
2.0,0,25000.0,3.75,0.0205444793037142,0.0014414454604689206,0.9676146139054751,0.0014414454604689206,0.011840906790810646,0.001088191845903441
2.0,0,25000.0,4.0,0.006630500301386378,0.0008160301992556011,0.9741812336749046,0.0008160301992556011,0.01918826602370906,0.0013750290504433841
2.0,0,25000.0,4.25,0.0023029938920596776,0.00048016038171348437,0.9742665465104636,0.00048016038171348437,0.023430459597476718,0.001513646517376567
2.0,0,25000.0,4.5,0.00020018016214593134,0.00014154166612220968,0.9775798218396556,0.00014154166612220968,0.02221999799819838,0.0014746471084299472
2.0,0,25000.0,4.75,0.0,0.0,0.9903980796159232,0.0,0.009601920384076815,0.0009752756448400371
2.0,0,30000.0,0.0,0.3737041978856615,0.006188473981033422,0.6226008416298882,0.006188473981033422,0.0036949604844503745,0.0006146879667490246
2.0,0,30000.0,0.25,0.3862960303620884,0.006289710109924436,0.6100112832085341,0.006289710109924436,0.003692686429377372,0.000614310359507223
2.0,0,30000.0,0.5,0.40046957942017153,0.006388488057671291,0.5949367088607596,0.006388488057671291,0.004593711719069008,0.0006832154368628765
2.0,0,30000.0,0.75,0.4161465261434565,0.006519723123478567,0.5791466284661824,0.006519723123478567,0.004706845390361199,0.0006923513217213429
2.0,0,30000.0,1.0,0.40661577608142496,0.006427557642235074,0.5892111959287532,0.006427557642235074,0.004173027989821883,0.000650356240387917
2.0,0,30000.0,1.25,0.3951949506260816,0.006337331111929791,0.6006311717397943,0.006337331111929791,0.004173877634123995,0.0006504883778813145
2.0,0,30000.0,1.5,0.3619095987811072,0.006058095319314609,0.6343321482986287,0.006058095319314609,0.0037582529202640933,0.0006166908573466396
2.0,0,30000.0,1.75,0.33231645312182223,0.005808513294049908,0.6629042098840756,0.005808513294049908,0.004779336994102094,0.0006954700261335814
2.0,0,30000.0,2.0,0.291828000815162,0.0054490232088682195,0.7008355410637864,0.0054490232088682195,0.007336458121051559,0.0008614324556315533
2.0,0,30000.0,2.25,0.2333536957849725,0.004871080683591553,0.7609448177560578,0.004871080683591553,0.0057014864589696596,0.0007597181093630322
2.0,0,30000.0,2.5,0.19489629930866206,0.00444897772816926,0.8005286701911346,0.00444897772816926,0.004575030500203334,0.0006804433938941424
2.0,0,30000.0,2.75,0.1439478774305202,0.0038265701560167603,0.8508602260002036,0.0038265701560167603,0.005191896569276188,0.0007251211976116184
2.0,0,30000.0,3.0,0.11447742984953233,0.0034102319406598166,0.8798291988613257,0.0034102319406598166,0.0056933712891419274,0.0007586398659230486
2.0,0,30000.0,3.25,0.08076298701298701,0.0028615649652165044,0.9121347402597403,0.0028615649652165044,0.007102272727272727,0.000845864081263179
2.0,0,30000.0,3.5,0.04371914979349249,0.0020981576531897985,0.9469124609650448,0.0020981576531897985,0.009368389241462678,0.0009668955098745293
2.0,0,30000.0,3.75,0.021272325908087496,0.0014607652794062992,0.9605659241420831,0.0014607652794062992,0.01816174994982942,0.0013376373234662566
2.0,0,30000.0,4.0,0.014914914914914914,0.0012216356680400094,0.9643643643643643,0.0012216356680400094,0.02072072072072072,0.001425190658742622
2.0,0,30000.0,4.25,0.008907125700560448,0.0009439341702875828,0.9745796637309848,0.0009439341702875828,0.016513210568454763,0.0012748932216852605
2.0,0,30000.0,4.5,0.00430172068827531,0.0006558833838080303,0.9857943177270908,0.0006558833838080303,0.009903961584633853,0.0009904441957214604
2.0,0,30000.0,4.75,0.0014,0.0003741363387857427,0.9977,0.0003741363387857427,0.0009,0.0002998649696113235
2.0,0,40000.0,0.0,0.33110028420625254,0.005794900779979841,0.6276898091758019,0.005794900779979841,0.041209906617945595,0.0020026284548628408
2.0,0,40000.0,0.25,0.3367481488994827,0.005842203923461542,0.627751293234608,0.005842203923461542,0.03550055786590932,0.0018635976149113116
2.0,0,40000.0,0.5,0.3371208278380846,0.005846028432643822,0.628487369382165,0.005846028432643822,0.03439180277975043,0.001835504968815318
2.0,0,40000.0,0.75,0.32754442649434573,0.005748678159115646,0.6420638126009693,0.005748678159115646,0.030391760904684977,0.0017249271768769892
2.0,0,40000.0,1.0,0.32776659959758553,0.00574030861255908,0.6485915492957747,0.00574030861255908,0.023641851106639838,0.0015238847550814825
2.0,0,40000.0,1.25,0.2970167304978835,0.0054697165465675554,0.6825236847409797,0.0054697165465675554,0.020459584761136868,0.0014212156329996642
2.0,0,40000.0,1.5,0.26949853697911413,0.005213126581222575,0.713853294319443,0.005213126581222575,0.016648168701442843,0.0012852243981657501
2.0,0,40000.0,1.75,0.2328532581327425,0.004841501465857818,0.7543559270822843,0.004841501465857818,0.012790814784973311,0.001127719119345396
