vi,ji,e,b,pR,pR_err,pQ,pQ_err,pDiss,pDiss_err
0.0,0,40000.0,4.75,0.0,0.0,0.9845984598459846,0.0,0.015401540154015401,0.0012314970280041132
0.0,0,50000.0,0.0,0.14590032154340837,0.0038274850594036086,0.851185691318328,0.0038274850594036086,0.0029139871382636655,0.0005403248525324726
0.0,0,50000.0,0.25,0.14746682750301568,0.0038488879980927123,0.8509248090068355,0.0038488879980927123,0.0016083634901487736,0.0004017673882752267
0.0,0,50000.0,0.5,0.13170339068316733,0.0036389944357173346,0.8670892443907838,0.0036389944357173346,0.0012073649260488982,0.00034832576377357734
0.0,0,50000.0,0.75,0.11821471652593486,0.0034463954156562873,0.8802774427020507,0.0034463954156562873,0.0015078407720144752,0.00038902918411574234
0.0,0,50000.0,1.0,0.10034115994380895,0.00317235090226938,0.8983544049769215,0.00317235090226938,0.0013044350792695164,0.00036154915756601277
0.0,0,50000.0,1.25,0.07107670654468684,0.0026726723765228347,0.9286216949834121,0.0026726723765228347,0.0003015984719010757,0.000174101698595931
0.0,0,50000.0,1.5,0.051959798994974875,0.0022848697005718776,0.9473366834170854,0.0022848697005718776,0.0007035175879396985,0.0002658111036212701
0.0,0,50000.0,1.75,0.03808760148341185,0.0019536053431755255,0.959306404730881,0.0019536053431755255,0.0026059937857071266,0.0005104110627243363
0.0,0,50000.0,2.0,0.028070175438596492,0.0016773372479636586,0.9685213032581453,0.0016773372479636586,0.0034085213032581455,0.0005835594937838826
0.0,0,50000.0,2.25,0.01711711711711712,0.0013088732979917523,0.9757757757757758,0.0013088732979917523,0.007107107107107107,0.0008404558165347352
0.0,0,50000.0,2.5,0.00830415207603802,0.0009114315323877081,0.9844922461230615,0.0009114315323877081,0.007203601800900451,0.0008458893288000152
0.0,0,50000.0,2.75,0.0023,0.00047955083150798527,0.9908,0.00047955083150798527,0.0069,0.0008277916404506631
0.0,0,50000.0,3.0,0.0,0.0,0.9907990799079908,0.0,0.0092009200920092,0.000954838985324623
0.0,0,50000.0,3.25,0.0,0.0,0.9895,0.0,0.0105,0.0010193012312363799
0.0,0,50000.0,3.5,0.0,0.0,0.9891,0.0,0.0109,0.0010383250936002654
0.0,0,50000.0,3.75,0.0,0.0,0.9876987698769877,0.0,0.012301230123012302,0.0011023214128814832
0.0,0,50000.0,4.0,0.0,0.0,0.9788,0.0,0.0212,0.001440505466841414
0.0,0,50000.0,4.25,0.0,0.0,0.972,0.0,0.028,0.0016497272501841023
0.0,0,50000.0,4.5,0.0,0.0,0.9836,0.0,0.0164,0.0012700803124212265
0.0,0,50000.0,4.75,0.0,0.0,0.9984000000000001,0.0,0.0016,0.0003996798718974975
1.0,0,5000.0,0.0,0.0,0.0,0.9887775551102205,0.0,0.011222444889779559,0.0010544543185303367
1.0,0,5000.0,0.25,0.0001003814495081309,0.00010037641116398597,0.9875527002609917,0.00010037641116398597,0.012346918289500101,0.0011063899697361485
1.0,0,5000.0,0.5,0.0,0.0,0.9827603589071479,0.0,0.0172396410928521,0.001306934974243968
1.0,0,5000.0,0.75,0.00020296326364927948,0.00014350941771894003,0.9808199715851431,0.00014350941771894003,0.01897706515120763,0.0013745097526106401
1.0,0,5000.0,1.0,0.00010298661174047374,0.00010298130848283019,0.984140061791967,0.00010298130848283019,0.015756951596292482,0.001263797999439258
1.0,0,5000.0,1.25,0.0008373456144023446,0.0002960270137853828,0.9826250785011513,0.0002960270137853828,0.016537575884446307,0.0013047346378579606
1.0,0,5000.0,1.5,0.00031762837480148225,0.00018337311950533816,0.9769190047644256,0.00018337311950533816,0.022763366860772894,0.0015346775393573105
1.0,0,5000.0,1.75,0.00010665529010238908,0.00010664960227527241,0.9749360068259385,0.00010664960227527241,0.024957337883959044,0.0016110244780209034
1.0,0,5000.0,2.0,0.0002153547970281038,0.00015227063862438797,0.9763109723269086,0.00015227063862438797,0.023473672876063313,0.0015710672640609745
1.0,0,5000.0,2.25,0.00010785159620362382,0.00010784578006339776,0.9787532355478861,0.00010784578006339776,0.02113891285591027,0.001493878045734834
1.0,0,5000.0,2.5,0.00021500752526338422,0.0001520251068254576,0.9779617286605031,0.0001520251068254576,0.0218232638142335,0.0015148873836974583
1.0,0,5000.0,2.75,0.00021496130696474635,0.0001519924290661996,0.9772141014617369,0.0001519924290661996,0.022570937231298365,0.001539864722809374
1.0,0,5000.0,3.0,0.00010741138560687433,0.0001074056168490836,0.9814178302900107,0.0001074056168490836,0.018474758324382383,0.0013956138761196937
1.0,0,5000.0,3.25,0.0,0.0,0.9783801226202,0.0,0.021619877379799937,0.001508373896822361
1.0,0,5000.0,3.5,0.0,0.0,0.9786871270247229,0.0,0.021312872975277068,0.0014909014485347612
1.0,0,5000.0,3.75,0.0,0.0,0.9773596938775511,0.0,0.02264030612244898,0.0015336268572505036
1.0,0,5000.0,4.0,0.0,0.0,0.9791976225854383,0.0,0.020802377414561663,0.0014703479181001665
1.0,0,5000.0,4.25,0.0,0.0,0.9799222117102911,0.0,0.02007778828970882,0.0014381195421169018
1.0,0,5000.0,4.5,0.0,0.0,0.9785706745487174,0.0,0.021429325451282594,0.0014878411980418775
1.0,0,5000.0,4.75,0.0,0.0,0.9800250993516001,0.0,0.019974900648399917,0.0014308250784030455
1.0,0,10000.0,0.0,0.0,0.0,0.9920547118575882,0.0,0.007945288142411747,0.0008903564686855269
1.0,0,10000.0,0.25,0.000202122283981809,0.00014291481551780743,0.9894896412329459,0.00014291481551780743,0.01030823648307226,0.0010153932343092912
1.0,0,10000.0,0.5,0.0006119951040391676,0.00024983321262953966,0.9869441044471644,0.00024983321262953966,0.012443900448796409,0.0011195861069333221
1.0,0,10000.0,0.75,0.00031043046357615895,0.00017921783854456445,0.9886175496688742,0.00017921783854456445,0.011072019867549668,0.001064430474700949
1.0,0,10000.0,1.0,0.0012647554806070826,0.0003650842178117765,0.9835581787521079,0.0003650842178117765,0.01517706576728499,0.0012551211470613673
1.0,0,10000.0,1.25,0.0015015015015015015,0.0004012716360806305,0.9816602316602316,0.0004012716360806305,0.01683826683826684,0.0013324779917400899
1.0,0,10000.0,1.5,0.0024025335808670963,0.0005121913681062152,0.9825270285027847,0.0005121913681062152,0.01507043791634815,0.0012731773837842185
1.0,0,10000.0,1.75,0.002079002079002079,0.0004769296924305556,0.9812889812889812,0.0004769296924305556,0.016632016632016633,0.0013377690645674548
1.0,0,10000.0,2.0,0.0022850924918389557,0.0004986209318979007,0.982480957562568,0.0004986209318979007,0.015233949945593036,0.0012776592407348136
1.0,0,10000.0,2.25,0.0023732470334412083,0.0005059506757299314,0.9819848975188781,0.0005059506757299314,0.01564185544768069,0.0012887860793562502
1.0,0,10000.0,2.5,0.0011871357651629614,0.00035791558580575844,0.9827325706885387,0.00035791558580575844,0.016080293546298294,0.0013067143721710967
1.0,0,10000.0,2.75,0.0008502497608672548,0.0003005927108523162,0.9829950047826549,0.0003005927108523162,0.01615474545647784,0.0012996958225412912
1.0,0,10000.0,3.0,0.00042074261070789944,0.00021036024104146127,0.9841169664457768,0.00021036024104146127,0.015462290943515304,0.0012654102584345533
1.0,0,10000.0,3.25,0.00020938023450586265,0.00014804643355775593,0.987751256281407,0.00014804643355775593,0.012039363484087103,0.0011158978145302185
1.0,0,10000.0,3.5,0.0003119800332778702,0.00018011239021934537,0.9827371048252912,0.00018011239021934537,0.016950915141430947,0.001316397197846384
1.0,0,10000.0,3.75,0.0,0.0,0.984349087893864,0.0,0.01565091210613599,0.001263646941229786
1.0,0,10000.0,4.0,0.0,0.0,0.9869497669601243,0.0,0.013050233039875712,0.0011549961028798309
1.0,0,10000.0,4.25,0.0,0.0,0.9874833282035498,0.0,0.01251667179645019,0.0011260919019063006
1.0,0,10000.0,4.5,0.0,0.0,0.9880110667076545,0.0,0.011988933292345526,0.0011017131100741402
1.0,0,10000.0,4.75,0.0,0.0,0.9859370223173342,0.0,0.014062977682665852,0.0011886728185403264
1.0,0,15000.0,0.0,0.0004047763610605141,0.00020237794002727632,0.9927140255009107,0.00020237794002727632,0.006881198138028739,0.0008315918202437111
1.0,0,15000.0,0.25,0.0019352210226115298,0.000443945160390053,0.9902220411489102,0.000443945160390053,0.007842737828478306,0.0008902512509727989
1.0,0,15000.0,0.5,0.0014435966178593526,0.0003857975327993742,0.9859764899979377,0.0003857975327993742,0.012579913384202928,0.0011317453384850332
1.0,0,15000.0,0.75,0.0027374184038745,0.0005368214815001812,0.981680353758686,0.0005368214815001812,0.01558222783743946,0.0012708327996807146
1.0,0,15000.0,1.0,0.003555268261150614,0.000618855384725794,0.982546864899806,0.000618855384725794,0.013897866839043309,0.0012151062094457091
1.0,0,15000.0,1.25,0.003616042077580539,0.0006294355496232092,0.9822485207100592,0.0006294355496232092,0.01413543721236029,0.0012357283738667522
1.0,0,15000.0,1.5,0.0031987646150452237,0.0005939629165128724,0.9797043900286786,0.0005939629165128724,0.017096845356276195,0.0013614619205555665
1.0,0,15000.0,1.75,0.006453730037190987,0.0008401550154486982,0.9795449573397506,0.0008401550154486982,0.014001312623058412,0.0012288586653180498
1.0,0,15000.0,2.0,0.004253926701570681,0.0006811362786208489,0.981457242582897,0.0006811362786208489,0.014288830715532287,0.001239469607347731
1.0,0,15000.0,2.25,0.0033247533247533247,0.000597109236315672,0.9851994851994852,0.000597109236315672,0.011475761475761476,0.0011030197413453707
1.0,0,15000.0,2.5,0.002872034889905329,0.0005526896190681589,0.9844697372619934,0.0005526896190681589,0.012658227848101266,0.0011530102914745518
1.0,0,15000.0,2.75,0.001888375996642887,0.0004450711428909663,0.9847880822492656,0.0004450711428909663,0.013323541754091481,0.0011743707071569037
1.0,0,15000.0,3.0,0.0011432134691332363,0.00034467391810040997,0.9878403658283101,0.00034467391810040997,0.01101642070255664,0.0010640992092622074
1.0,0,15000.0,3.25,0.0007192027124216583,0.0002718191093225307,0.9883900133566218,0.0002718191093225307,0.01089078393095654,0.0010520305063087424
1.0,0,15000.0,3.5,0.00010224948875255624,0.00010224426113994756,0.9885480572597137,0.00010224426113994756,0.011349693251533743,0.0010711344498595178
1.0,0,15000.0,3.75,0.00020290149132596124,0.00014346574252240615,0.9900578269250279,0.00014346574252240615,0.009739271583646139,0.0009891579323356705
1.0,0,15000.0,4.0,0.00010117361392148928,0.00010116849574195285,0.9899838122217726,0.00010116849574195285,0.009915014164305949,0.0009965900307750742
1.0,0,15000.0,4.25,0.0,0.0,0.9926023510336441,0.0,0.007397648966355898,0.0008626208260378571
1.0,0,15000.0,4.5,0.0,0.0,0.9916280008069397,0.0,0.00837199919306032,0.0009150915021956722
1.0,0,15000.0,4.75,0.0,0.0,0.9892343294093973,0.0,0.010765670590602676,0.001035139277590312
1.0,0,20000.0,0.0,0.0011234807476253703,0.00033872489173068164,0.9913185578592585,0.00033872489173068164,0.007557961393116127,0.000875268674200789
1.0,0,20000.0,0.25,0.002374071015689513,0.0004950002558624069,0.9866845582163501,0.0004950002558624069,0.010941370767960363,0.001056890077739533
1.0,0,20000.0,0.5,0.0034674792476620787,0.0006035751023197417,0.9825575286329726,0.0006035751023197417,0.013974992119365346,0.0012032883613646702
1.0,0,20000.0,0.75,0.0037393162393162395,0.0006320241116358257,0.9792735042735042,0.0006320241116358257,0.016987179487179486,0.0013356796351047394
1.0,0,20000.0,1.0,0.00697623719206453,0.000871977664548809,0.9783082624809244,0.000871977664548809,0.014715500327011119,0.0012571554247824042
1.0,0,20000.0,1.25,0.008598831440855473,0.0009735653868771141,0.9718884356741263,0.0009735653868771141,0.01951273288501819,0.0014522869849092805
1.0,0,20000.0,1.5,0.008779728828628585,0.0009877306589346783,0.9777728384085352,0.0009877306589346783,0.013447432762836185,0.001214246364503633
1.0,0,20000.0,1.75,0.008888401185120158,0.000987524535505358,0.9741029298803906,0.000987524535505358,0.017008668934489192,0.0013545009773238176
1.0,0,20000.0,2.0,0.005975662755323773,0.0008057128363854557,0.9817470664928292,0.0008057128363854557,0.012277270751847024,0.0011478367772194032
1.0,0,20000.0,2.25,0.005972059294017276,0.0007980043974142467,0.9809107390423376,0.0007980043974142467,0.013117201663645089,0.001174955529061184
1.0,0,20000.0,2.5,0.004407597859166754,0.0006800680289741702,0.9840486934620631,0.0006800680289741702,0.011543708678770071,0.0010942782081355127
1.0,0,20000.0,2.75,0.003002070393374741,0.0005574356513486864,0.9872670807453416,0.0005574356513486864,0.009730848861283644,0.000998765254353898
1.0,0,20000.0,3.0,0.0007176542956735698,0.00027123392287005014,0.9907730161984827,0.00027123392287005014,0.008509329505843757,0.0009300378230960551
1.0,0,20000.0,3.25,0.0009133346864217577,0.00030442944729958615,0.9924903592449766,0.00030442944729958615,0.006596306068601583,0.0008154681543893107
1.0,0,20000.0,3.5,0.00010085728693898134,0.00010085220071456806,0.9939485627836612,0.00010085220071456806,0.005950579929399899,0.0007723911258072501
1.0,0,20000.0,3.75,0.00010065425264217414,0.00010064918687541071,0.994765978862607,0.00010064918687541071,0.0051333668847508805,0.0007169677965263891
1.0,0,20000.0,4.0,0.0,0.0,0.9954769323550106,0.0,0.004523067644989446,0.0006727325267704557
1.0,0,20000.0,4.25,0.0,0.0,0.9924774322968907,0.0,0.007522567703109328,0.0008653579612098305
1.0,0,20000.0,4.5,0.0,0.0,0.9859592819175609,0.0,0.014040718082439074,0.0011782970530634892
1.0,0,20000.0,4.75,0.0,0.0,0.9794692038057086,0.0,0.020530796194291438,0.001419136774228595
1.0,0,25000.0,0.0,0.13411938098747236,0.0037485497339745633,0.8599852616064849,0.0037485497339745633,0.0058953574060427415,0.0007854746561982887
1.0,0,25000.0,0.25,0.137803198813685,0.003809896358129105,0.8548882533629912,0.003809896358129105,0.0073085478233238,0.0008766246709333561
1.0,0,25000.0,0.5,0.14683382915427115,0.003936677675916202,0.8412664683382916,0.003936677675916202,0.011899702507437314,0.001117706065796769
1.0,0,25000.0,0.75,0.14100225346067174,0.0038763944446647677,0.8455842901598885,0.0038763944446647677,0.013413456379439853,0.0011916625431020033
1.0,0,25000.0,1.0,0.13083907668745215,0.0037716009885704464,0.8526419428946505,0.0037716009885704464,0.016518980417897386,0.001333146129396454
1.0,0,25000.0,1.25,0.11154855643044619,0.003483206543695698,0.8699693788276466,0.003483206543695698,0.01848206474190726,0.0014084980655331364
1.0,0,25000.0,1.5,0.08846153846153847,0.0031111614398532375,0.8963736263736264,0.0031111614398532375,0.015164835164835164,0.0012810908358070674
1.0,0,25000.0,1.75,0.06748399696213518,0.002701615778880189,0.9198220679179776,0.002701615778880189,0.012693935119887164,0.0011660824142937611
1.0,0,25000.0,2.0,0.04586165965253049,0.0022220940884858766,0.9426999028811913,0.0022220940884858766,0.01143843746627819,0.0011046269373037457
1.0,0,25000.0,2.25,0.02589958603120688,0.0016572444929101942,0.9626366627746523,0.0016572444929101942,0.01146375119414075,0.0010967589157011197
1.0,0,25000.0,2.5,0.013175781658475374,0.0011735386163994586,0.9787723517724564,0.0011735386163994586,0.008051866569068283,0.0009138937117566753
1.0,0,25000.0,2.75,0.0060931529484663845,0.0007932088753526995,0.9864711349788289,0.0007932088753526995,0.00743571207270474,0.0008730430090788146
1.0,0,25000.0,3.0,0.0023393002441008948,0.00048774869918569895,0.9908462164361269,0.00048774869918569895,0.006814483319772173,0.0008296801893038443
1.0,0,25000.0,3.25,0.0017166515197414925,0.0004163256541807103,0.9920226194082601,0.0004163256541807103,0.006260729071998384,0.0007926204845345779
